MSW_Order,MSW_Binomial,ActivityCycle,AgeatEyeOpening_d,AgeatFirstBirth_d,BasalMetRate_mLOhr,DietBreadth,DispersalAge_d,GestationLen_d,HabitatBreadth,HomeRange_km,HomeRange_Indiv_km,InterbirthInterval_d,LitterSize,LittersPerYear,MaxLongevity_m,PopulationDensity_n_km,PopulationGrpSize,SexualMaturityAge_d,SocialGrpSize,TeatNumber,Terrestriality,TrophicLevel,WeaningAge_d,AdultBodyMass_g_EXT,LittersPerYear_EXT,NeonateBodyMass_g_EXT,WeaningBodyMass_g_EXT,GR_Area_km,GR_MaxLat_dd,GR_MinLat_dd,GR_MidRangeLat_dd,GR_MaxLong_dd,GR_MinLong_dd,GR_MidRangeLong_dd,HuPopDen_Mean_n_km,HuPopDen_Change,ref_count
Artiodactyla,Neotragus batesi,2,NA,365,NA,4,NA,181.24,1,NA,NA,NA,1,NA,168,NA,NA,366.52,NA,4,1,1,NA,NA,NA,NA,NA,1089948.06,8.02,-4.03,1.99,30.92,6.03,18.47,41.93,0.1,5
Artiodactyla,Neotragus moschatus,2,NA,NA,NA,5,NA,180,1,NA,NA,NA,1,NA,168,17.32,NA,197.64,1.5,4,1,1,NA,NA,NA,NA,NA,1612115.59,2.16,-28.74,-13.29,40.84,30.22,35.53,42.01,0.19,8
Artiodactyla,Neotragus pygmaeus,2,NA,NA,NA,4,NA,180,NA,NA,NA,NA,1,NA,168,NA,NA,NA,2,4,NA,1,NA,NA,NA,NA,NA,426515.09,9.27,4.35,6.81,0.13,-13.32,-6.59,74.42,0.07,4
Carnivora,Neovison macrodon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carnivora,Neovison vison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13218592.49,71.39,24.94,48.16,-55.61,-168.12,-111.87,20.21,0.03,NA
Soricomorpha,Nesiotites hidalgo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soricomorpha,Nesiotites similis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Nesokia bunnii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125600.92,33.79,29.5,31.65,49.34,43.96,46.65,78.56,0.08,NA
Rodentia,Nesokia indica,NA,NA,NA,NA,2,NA,17,NA,NA,NA,NA,4.18,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3123147.51,44.14,22.73,33.44,93.64,48.71,71.18,71.5,0.14,3
Lagomorpha,Nesolagus netscheri,1,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,15903.21,3.3,-5,-0.84,104.56,97.51,101.03,83.11,0.16,4
Lagomorpha,Nesolagus timminsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.96,18.41,18.33,18.37,105.26,105.18,105.22,60,0.11,NA
Rodentia,Nesomys audeberti,NA,NA,NA,NA,2,NA,NA,NA,0.007414147,0.006955787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
Rodentia,Nesomys lambertoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Rodentia,Nesomys rufus,2,NA,NA,NA,2,NA,NA,NA,0.003902215,0.003660971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,65566.48,-13.66,-22.77,-18.21,50.11,46.75,48.43,43.74,0.18,4
Soricomorpha,Nesophontes edithae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soricomorpha,Nesophontes hypomicrus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soricomorpha,Nesophontes longirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soricomorpha,Nesophontes major,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soricomorpha,Nesophontes micrus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soricomorpha,Nesophontes paramicrus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soricomorpha,Nesophontes submicrus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soricomorpha,Nesophontes superstes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soricomorpha,Nesophontes zamicrus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Nesoromys ceramicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2716.44,-2.91,-3.32,-3.11,129.88,129.11,129.49,23,0.04,NA
Rodentia,Nesoryzomys darwini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Nesoryzomys fernandinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641.36,-0.25,-0.49,-0.37,-91.37,-91.66,-91.51,0,NA,NA
Rodentia,Nesoryzomys indefessus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666.88,-0.25,-0.49,-0.37,-90.24,-91.66,-90.95,1.33,0.33,NA
Rodentia,Nesoryzomys swarthi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577.46,-0.14,-0.37,-0.25,-90.54,-90.86,-90.7,4,0.33,NA
Soricomorpha,Neurotrichus gibbsii,2,NA,NA,NA,4,NA,21.27,2,0.002858953,0.004049691,NA,2.99,1,NA,1413.5,2,NA,NA,NA,1,2,NA,NA,NA,NA,NA,221424.03,49.95,36.55,43.25,-120.53,-124.73,-122.63,73.48,0.07,10
Rodentia,Neusticomys monticolus,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33242.18,0.72,-3.34,-1.31,-77.39,-79.67,-78.53,74.42,0.11,2
Rodentia,Neusticomys mussoi,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4883.45,8.4,7.73,8.06,-71.14,-72.1,-71.62,78.83,0.08,1
Rodentia,Neusticomys oyapocki,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1365.89,3.17,2.78,2.98,-52.33,-52.77,-52.55,0,NA,2
Rodentia,Neusticomys peruviensis,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3393.98,-10.33,-11,-10.67,-71.12,-71.71,-71.42,0.19,0,2
Rodentia,Neusticomys venezuelae,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,156124.94,10.48,3.26,6.87,-60.32,-67.46,-63.89,4.41,0.15,2
Rodentia,Nilopegamys plumbeus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dasyuromorphia,Ningaui ridei,2,NA,NA,NA,NA,NA,13.49,1,NA,NA,365,5.99,2,24,NA,NA,328.8,NA,NA,1,NA,90.74,NA,NA,NA,NA,2432521.15,-16.7,-31.25,-23.98,147.15,121.2,134.17,0.01,0.04,2
Dasyuromorphia,Ningaui timealeyi,2,NA,NA,NA,NA,NA,NA,1,NA,NA,365,5.7,2,24,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,169167.7,-20.16,-24.56,-22.36,119.14,113.75,116.45,0.23,0,3
Dasyuromorphia,Ningaui yvonnae,2,NA,NA,15.66,NA,NA,NA,1,NA,NA,NA,7,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,180419.08,-28.7,-35.25,-31.98,146.66,119.13,132.89,0.26,-0.01,3
Rodentia,Niviventer andersoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486719.14,34.51,27.26,30.88,109.01,94.71,101.86,180.01,0.06,NA
Rodentia,Niviventer brahma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36091.7,28.56,25.66,27.11,99.97,95.27,97.62,23.37,0.11,NA
Rodentia,Niviventer cameroni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23506.95,5.25,3.99,4.62,102.36,100.42,101.39,137.69,0.07,NA
Rodentia,Niviventer confucianus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3495239.84,40.13,19.53,29.83,122.7,96.95,109.82,298.29,0.06,NA
Rodentia,Niviventer coninga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36065.98,25.29,21.9,23.6,122,120.04,121.02,676.6,0.03,0
Rodentia,Niviventer cremoriventer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,23.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1232473.45,10.71,-8.78,0.96,119.26,98.13,108.7,158.45,0.14,5
Rodentia,Niviventer culturatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36065.98,25.29,21.9,23.6,122,120.04,121.02,676.6,0.03,1
Rodentia,Niviventer eha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212869.4,29.51,24.54,27.03,100.63,84.41,92.52,89.98,0.08,0
Rodentia,Niviventer excelsior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60049.13,32.78,30.09,31.43,104.49,101.78,103.14,183.5,0.06,NA
Rodentia,Niviventer fraternus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46452.46,4.84,-1.02,1.9,102.47,96.11,99.29,80.8,0.12,NA
Rodentia,Niviventer fulvescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3471658.3,35.05,-8.84,13.1,120.96,73.46,97.21,194.41,0.09,1
Rodentia,Niviventer hinpoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2945.56,14.69,14.18,14.43,101.81,101.06,101.44,89.99,0.04,NA
Rodentia,Niviventer langbianis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192161.81,26.88,10.6,18.74,109.23,93.29,101.26,140.88,0.11,NA
Rodentia,Niviventer lepturus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14861.73,-6.54,-7.63,-7.09,110.66,106.66,108.66,874.24,0.05,NA
Rodentia,Niviventer niviventer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285657.49,35.4,26.98,31.19,89.11,73.16,81.14,137.06,0.08,1
Rodentia,Niviventer rapit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115873.29,7.03,3.09,5.06,119.26,114.62,116.94,36.24,0.28,0
Rodentia,Niviventer tenaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77232.22,26.16,15.49,20.82,106.33,92.11,99.22,139.79,0.08,NA
Chiroptera,Noctilio albiventris,2,0,NA,27.54,3,NA,NA,1,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,2,2,77.56,NA,NA,NA,NA,13030875.29,16.72,-30.96,-7.11,-34.79,-93.33,-64.06,25.32,0.11,18
Chiroptera,Noctilio leporinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14991800.72,26.18,-33.75,-3.78,-34.79,-109.22,-72,31.17,0.11,1
Primates,Nomascus concolor,3,NA,3285,NA,5,NA,205.81,1,1.05,1.5,821.25,1.01,NA,529.2,6.17,NA,2454.24,4,NA,2,2,635.13,NA,0.73,NA,NA,191956.23,25.32,20.09,22.7,107.98,98.95,103.47,167.56,0.08,11
Primates,Nomascus gabriellae,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,88851.07,13.89,9.61,11.75,109.28,106.12,107.7,202.8,0.13,0
Primates,Nomascus hainanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15875.47,22.77,18.5,20.63,110.21,105.11,107.66,210.26,0.09,NA
Primates,Nomascus leucogenys,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,194572.77,23.75,18.07,20.91,106.03,99.54,102.78,100.25,0.1,3
Primates,Nomascus siki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83883.77,19.77,15.35,17.56,108.45,104.87,106.66,157.93,0.12,NA
Rodentia,Noronhomys vespuccii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Notiomys edwardsii,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,73368.05,-40.8,-50.74,-45.77,-68.61,-71.38,-70,0.84,0.06,1
Soricomorpha,Notiosorex cockrumi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soricomorpha,Notiosorex crawfordi,2,NA,NA,13.08,1,NA,NA,1,NA,NA,NA,3.69,NA,15,2399.99,NA,NA,NA,6,1,3,39.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
Soricomorpha,Notiosorex evotis,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Soricomorpha,Notiosorex villai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Notomys alexis,NA,20.27,NA,45.22,NA,NA,32.67,NA,NA,NA,32.75,4.01,NA,62.4,NA,NA,76.7,NA,4,NA,NA,30,NA,3.73,NA,NA,2996063.11,-19.19,-31.99,-25.59,141.71,113.38,127.54,0.03,0.01,12
Rodentia,Notomys amplus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Rodentia,Notomys aquilo,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,55857.79,-10.69,-14.51,-12.6,142.86,133.65,138.25,0.37,0.06,2
Rodentia,Notomys cervinus,NA,23,NA,44.15,NA,NA,41.54,NA,NA,NA,NA,2.95,NA,NA,NA,NA,183.07,NA,4,NA,NA,32.62,NA,NA,NA,NA,353845.53,-24.63,-31.21,-27.92,142.39,133.29,137.84,0.0059865437892177,0,7
Rodentia,Notomys fuscus,1,NA,NA,NA,5,NA,34.99,2,NA,NA,41.5,3.07,NA,NA,NA,5,81.36,NA,4,1,2,30,NA,3.3,NA,NA,205961.5,-25.17,-31.11,-28.14,141.51,137.63,139.57,0,NA,5
Rodentia,Notomys longicaudatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Rodentia,Notomys macrotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Rodentia,Notomys mitchellii,NA,20.5,NA,NA,NA,NA,35.97,NA,NA,NA,36.5,3.28,NA,NA,NA,NA,78.91,NA,4,NA,NA,30.2,NA,3.53,NA,NA,613230.56,-29.78,-36.74,-33.26,143.49,115.49,129.49,2.86,0.02,5
Rodentia,Notomys mordax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Chiroptera,Notopteris macdonaldi,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,19355.8,-14.15,-20.24,-17.2,179.99,-179.99,0,32.39,0.1,7
Chiroptera,Notopteris neocaledonica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10854.67,-20.08,-21.78,-20.93,165.96,163.98,164.97,10,0.11,0
Notoryctemorphia,Notoryctes caurinus,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,74482.27,-19.07,-23.12,-21.1,129.18,121.48,125.33,0,NA,0
Notoryctemorphia,Notoryctes typhlops,2,NA,NA,NA,2,NA,NA,2,NA,NA,NA,1,NA,18,NA,NA,NA,1,2,1,2,NA,NA,NA,NA,NA,1779880.27,-17.53,-31.43,-24.48,137.56,117.57,127.56,0.02,0.02,5
Chiroptera,Nyctalus aviator,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1.91,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,31.87,NA,NA,NA,550221.66,46.04,30.92,38.48,145.82,112.24,129.03,341.1,0.02,2
Chiroptera,Nyctalus azoreum,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,8.8,NA,NA,NA,2241.25,39.09,36.92,38.01,-25.01,-28.83,-26.92,80.46,-0.02,1
Chiroptera,Nyctalus furvus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.98,39.88,39.83,39.85,141.82,141.77,141.79,93,0,NA
Chiroptera,Nyctalus lasiopterus,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1.82,NA,NA,NA,NA,NA,NA,NA,2,3,59.44,NA,NA,NA,NA,1629085.6,58.1,35.74,46.92,58.42,-6.54,25.93,86.76,0.00261707860112321,6
Chiroptera,Nyctalus leisleri,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1.73,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3415842.22,55.87,28.93,42.4,80.11,-7.73,36.18,106.89,0.01,8
Chiroptera,Nyctalus montanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336171.49,34.93,27.48,31.2,82.59,68.77,75.68,269.1,0.13,NA
Chiroptera,Nyctalus noctula,NA,6.5,365,NA,1,NA,72.24,1,NA,NA,NA,1.33,1,144,NA,500,415.81,NA,NA,2,3,47.89,NA,NA,NA,NA,8204371.69,60.35,17.97,39.16,106.02,-9.26,48.38,106.73,0.02,23
Chiroptera,Nyctalus plancyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448501.74,35.79,21.9,28.85,122.13,114.38,118.25,485.79,0.05,NA
Carnivora,Nyctereutes procyonoides,1,9.5,730,1739.4,6,150,61.84,1,1.15,1.22,365,6.36,NA,168,12.02,NA,326.63,NA,NA,1,2,49.69,NA,1.1,NA,NA,6704451.99,56.61,19.91,38.26,145.82,72.66,109.24,186.51,0.03,5
Chiroptera,Nycteris arge,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,2,NA,58.26,NA,NA,NA,NA,4579333.7,9.32,-8.92,0.2,35.95,-13.29,11.32,46.53,0.12,8
Chiroptera,Nycteris aurita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500257.54,5.86,-12.44,-3.29,40.64,23.92,32.28,46.84,0.16,NA
Chiroptera,Nycteris gambiensis,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,558271.78,13.89,4.73,9.31,0.88,-16.82,-7.96,61.4,0.13,3
Chiroptera,Nycteris grandis,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1.5,NA,2,3,NA,NA,NA,NA,NA,6262590,12.8,-26.2,-6.69,40.84,-16.79,12.02,44.2,0.14,13
Chiroptera,Nycteris hispida,NA,NA,NA,NA,NA,NA,91.24,1,NA,NA,NA,0.99,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,14056670.99,15.84,-28.63,-6.39,51.41,-17.53,16.93,37.4,0.13,7
Chiroptera,Nycteris intermedia,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,6.91,NA,NA,NA,3728544.28,7.81,-9.95,-1.06,31.56,-10.92,10.31,44.42,0.13,1
Chiroptera,Nycteris javanica,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,132686.33,-5.87,-8.84,-7.36,115.71,105.2,110.46,790.78,0.04,6
Chiroptera,Nycteris macrotis,NA,NA,NA,NA,1,NA,78.21,1,NA,NA,NA,0.99,2.25,NA,NA,NA,NA,NA,NA,2,3,60.41,NA,NA,NA,NA,9321164.08,15.46,-22.43,-3.48,40.46,-16.79,11.83,40.42,0.13,11
Chiroptera,Nycteris madagascariensis,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,50763.9,-11.94,-15.99,-13.97,50.48,47.86,49.17,30.74,0.16,0
Chiroptera,Nycteris major,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,15.46,NA,NA,NA,3096721.15,8.26,-13.37,-2.55,29.42,-10.7,9.36,42.24,0.13,1
Chiroptera,Nycteris nana,NA,NA,NA,NA,NA,NA,107.97,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,NA,52.5,NA,NA,NA,NA,4237572.76,8.4,-8.92,-0.26,35.95,-11.75,12.09,37.39,0.12,5
Chiroptera,Nycteris parisii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410454.8,6.84,0.86,3.85,48.02,11.08,29.55,11.32,0.1,NA
