host,hostOrder,parasite,parType,banesh,brook,eid,gmpd,nhml,oli
Cyprinus carpio,Cypriniformes,Gyrodactylus schulmani,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Gyrodactylus shulmani,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Gyrodactylus sprostonae,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Gyrodactylus stankovici,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Gyrodactylus vimbi,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Haplorchis pumilio,helminth,0,0,1,0,1,0
Cyprinus carpio,Cypriniformes,Haplorchis taichui,helminth,0,0,1,0,1,0
Cyprinus carpio,Cypriniformes,Hebesoma violenteum,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Heterophyopsis continua,helminth,0,0,1,0,1,0
Cyprinus carpio,Cypriniformes,Hysteromorpha triloba,helminth,0,0,1,0,1,0
Cyprinus carpio,Cypriniformes,Ichthyocotylurus pileatus,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Khawia iowensis,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Leptorhynchoides thecatus,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Ligula intestinalis,helminth,1,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Macrostomum borealis,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Metagonimus takahashii,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Metagonimus yokogawai,helminth,0,0,1,0,1,0
Cyprinus carpio,Cypriniformes,Metarhadinorhynchus cyprini,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Nanophyetus salmincola,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Neascus cuticola,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Neodiplostomum perlatum,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Neoechinorhynchus australis,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Neoechinorhynchus rutili,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Neogryporhynchus cheilancristrotus,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Nicolla skrjabini,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Opisthorchis felineus,helminth,0,0,1,0,1,0
Cyprinus carpio,Cypriniformes,Orientotrema japonica,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Orientotrema sinensis,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Ornithocapillaria appendiculata,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Pallisentis celatus,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Parabucephalopsis prosthorchis,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Paradilepis scolecina,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Paradiplozoon alburni,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Paradiplozoon homoion,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Paradiplozoon zeller,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Parasymphylodora markewitschi,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Philometra cyprini,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Philometra lusii,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Philometroides lusiana,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Phyllodistomum dogieli,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Phyllodistomum elongatum,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Phyllodistomum Vitellarinus,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Polymorphus brevis,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Pomphorhynchus laevis,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Porrocaecum reticulatum,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Posthodiplostomum brevicaudatum,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Posthodiplostomum cuticola,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Proteocephalus exiguus,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Proteocephalus torulosus,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Pseudacolpenteron pavlovskii,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Pseudocapillaria Pseudocapillaria,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Pseudorhipidocotyle elopichthys,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Raphidascaris acus,helminth,1,0,1,0,1,0
Cyprinus carpio,Cypriniformes,Rhabdochona cyprini,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Rhabdochona denudata,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Rhabdochona soodi,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Rhipidocotyle campanula,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Sanguinicola armata,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Sanguinicola inermis,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Schulmanella petruschewskii,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Skrjabillanus cyprinae,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Sphaerostomum bramae,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Sphaerostomum globiporum,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Spinitectus gigi,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Spinitectus gracilis,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Spiroxys contorta,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Syncuaria squamata,helminth,1,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Tetraonchus monenteron,helminth,0,0,1,0,1,0
Cyprinus carpio,Cypriniformes,Thominx petruschewskii,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Triaenophorus nodulosus,helminth,1,0,1,0,1,0
Cyprinus carpio,Cypriniformes,Tylodelphys clavata,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Valipora campylancristrota,helminth,0,0,0,0,1,0
Cyprinus carpio,Cypriniformes,Valipora unilateralis,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Diplostomidae metacercaraie,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Acanthocephalus anguillae,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Acanthocephalus clavula,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Acanthocephalus dirus,helminth,1,0,0,0,1,0
Esox lucius,Esociformes,Acanthocephalus jacksoni,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Allocreadium isoporum,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Allocreadium lobatum,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Ancyrocephalus paradoxus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Anguillicola crassus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Anisakis schupakovi,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Apophallus muehlingi,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Apophallus venustus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Ascocotyle coleostoma,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Asymphylodora kubanicum,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Azygia angusticauda,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Azygia longa,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Azygia lucii,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Azygia mirabilis,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Azygia robusta,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Bothriocephalus acheilognathi,helminth,1,0,1,0,1,0
Esox lucius,Esociformes,Bothriocephalus scorpii,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Bucephalus polymorphus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Bunodera luciopercae,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Camallanus oxycephalus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Camallanus truncatus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Caryophyllaeus laticeps,helminth,1,0,0,0,1,0
Esox lucius,Esociformes,Centrovarium lobotes,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Clinostomum complanatum,helminth,0,0,1,0,1,0
Esox lucius,Esociformes,Clinostomum marginatum,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Corynosoma semerme,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Corynosoma strumosum,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Cotylurus pileatus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Cotylurus platycephalus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Crepidostomum cooperi,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Crepidostomum farionis,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Cucullanellus minutus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Cucullanus truttae,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Cyathocephalus truncatus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Cystidicoloides ephemeridarum,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Cystidicoloides tenuissima,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Dactylogyrus auriculatus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Dactylogyrus robustus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Desportesius brevicaudatus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Dioctophyme renale,helminth,0,0,1,0,1,0
Esox lucius,Esociformes,Diphyllobothrium latum,helminth,1,0,1,0,1,0
Esox lucius,Esociformes,Diplodiscus subclavatus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Diplostomulum scheuringi,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Diplostomum chromatophorum,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Diplostomum clavatum,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Diplostomum helveticum,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Diplostomum indistinctum,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Diplostomum paraspathaceum,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Diplostomum parviventosum,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Diplostomum pseudobaeri,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Diplostomum rutili,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Diplostomum spathaceum,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Diplostomum volvens,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Diplozoon paradoxum,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Distomum tereticolle,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Echinorhynchus acus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Echinorhynchus angustatus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Echinorhynchus bothniensis,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Echinorhynchus gadi,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Echinorhynchus lateralis,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Echinorhynchus leidyi,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Echinorhynchus salmonis,helminth,1,0,0,0,1,0
Esox lucius,Esociformes,Echinorhynchus truttae,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Esocinema bohemicum,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Eubothrium crassum,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Eustrongylides excisus,helminth,1,0,0,0,1,0
Esox lucius,Esociformes,Eustrongylides mergorum,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Glaridacris catostomi,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Hemiurus communis,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Hemiurus luehei,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Hysterothylacium aduncum,helminth,1,0,0,0,1,0
Esox lucius,Esociformes,Hysterothylacium brachyurum,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Ichthyocotylurus pileatus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Ichthyocotylurus platycephalus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Leptorhynchoides thecatus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Ligula intestinalis,helminth,1,0,0,0,1,0
Esox lucius,Esociformes,Maritrema obstipum,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Metagonimus yokogawai,helminth,0,0,1,0,1,0
Esox lucius,Esociformes,Metechinorhynchus lateralis,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Metechinorhynchus salmonis,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Microphallus opacus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Neascus brevicaudatum,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Neascus musculicola,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Neoechinorhynchus rutili,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Neoechinorhynchus strigosus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Neoechinorhynchus tenellus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Neoechinorhynchus tumidus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Nicolla skrjabini,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Paracoenogonimus ovatus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Philometra abdominalis,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Philometra rischta,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Phyllodistomum folium,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Phyllodistomum pseudofolium,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Phyllodistomum simile,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Phyllodistomum staffordi,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Phyllodistomum superbum,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Pomphorhynchus bulbocolli,helminth,1,0,0,0,1,0
Esox lucius,Esociformes,Pomphorhynchus laevis,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Posthodiplostomum brevicaudatum,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Posthodiplostomum cuticola,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Posthodiplostomum minimum,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Proteocephalus ambiguus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Proteocephalus ambloplitis,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Proteocephalus cernuae,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Proteocephalus esocis,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Proteocephalus exiguus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Proteocephalus longicollis,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Proteocephalus percae,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Proteocephalus pinguis,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Proteocephalus stizostethi,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Proteocephalus torulosus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Proteocephalus tumidocollus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Pseudocapillaria Ichthyocapillaria,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Pseudocapillaria Pseudocapillaria,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Pseudoechinorhynchus borealis,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Pseudoechinorhynchus clavula,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Rhabdochona denudata,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Rhipidocotyle campanula,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Rhipidocotyle fennica,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Rhipidocotyle illense,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Sanguinicola armata,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Sanguinicola inermis,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Sanguinicola volgensis,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Schistocephalus solidus,helminth,1,0,0,0,1,0
Esox lucius,Esociformes,Scolex pleuronectis,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Sphaerostomum bramae,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Sphaerostomum globiporum,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Spinitectus carolini,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Spinitectus gracilis,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Spiroxys contorta,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Sterliadochona tenuissima,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Tetracotyle echinata,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Tetracotyle percae-fluviatilis,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Tetracotyle variegatus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Tetraonchus alaskensis,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Tetraonchus cernuae,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Triaenophorus lucii,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Triaenophorus meridionalis,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Triaenophorus procerus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Triaenophorus robustus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Triaenophorus tricuspidatus,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Tylodelphys clavata,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Tylodelphys podicipina,helminth,0,0,0,0,1,0
Esox lucius,Esociformes,Uvulifer ambloplitis,helminth,0,0,0,0,1,0
Macquaria ambigua,Centrarchiformes,Diplectanum fluviatilis,helminth,0,0,0,0,1,0
Macquaria ambigua,Centrarchiformes,Goezia fluviatalis,helminth,0,0,0,0,1,0
Macquaria ambigua,Centrarchiformes,Paracapillaria Paracapillaria,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Acanthocephalus dirus,helminth,1,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Brachyphallus crenatus,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Capillaria salvelini,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Crepidostomum farionis,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Cyathocephalus truncatus,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Derogenes varicus,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Diplostomum baeri,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Diplostomum spathaceum,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Echinorhynchus gadi,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Eubothrium crassum,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Eubothrium salvelini,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Genolinea anura,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Gilquinia squali,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Haplonema hamulatum,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Hedruris spinigera,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Hepatoxylon trichiuri,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Lampritrema miescheri,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Lecithaster gibbosus,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Lecithocladium seriolellae,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Nanophyetus salmincola,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Neoechinorhynchus rutili,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Neoechinorhynchus saginatus,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Neoechinorhynchus salmonis,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Neoechinorhynchus tumidus,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Nybelinia surmenicola,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Octomacrum lanceatum,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Philonema oncorhynchi,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Proteocephalus parallacticus,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Pseudocapillaria Ichthyocapillaria,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Tentacularia coryphaenae,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Tubulovesicula angusticauda,helminth,0,0,0,0,1,0
Oncorhynchus tshawytscha,Salmoniformes,Tubulovesicula lindbergi,helminth,0,0,0,0,1,0
Anas fulvigula,Anseriformes,Amidostomum acutum,helminth,1,0,0,0,1,0
Anas fulvigula,Anseriformes,Apatemon gracilis,helminth,0,0,0,0,1,0
Anas fulvigula,Anseriformes,Capillaria anatis,helminth,1,0,0,0,1,0
Anas fulvigula,Anseriformes,Capillaria contorta,helminth,0,0,0,0,1,0
Anas fulvigula,Anseriformes,Capillaria spinulosa,helminth,0,0,0,0,1,0
Anas fulvigula,Anseriformes,Corynosoma peposacae,helminth,0,0,0,0,1,0
Anas fulvigula,Anseriformes,Dendritobilharzia pulverulenta,helminth,0,0,0,0,1,0
Anas fulvigula,Anseriformes,Echinoparyphium recurvatum,helminth,0,0,1,0,1,0
Anas fulvigula,Anseriformes,Echinorhynchus filicollis,helminth,0,0,0,0,1,0
Anas fulvigula,Anseriformes,Echinorhynchus versicolor,helminth,0,0,0,0,1,0
Anas fulvigula,Anseriformes,Echinostoma trivolvis,helminth,0,0,0,0,1,0
Anas fulvigula,Anseriformes,Echinuria uncinata,helminth,1,0,0,0,1,0
Anas fulvigula,Anseriformes,Epomidiostomum uncinatum,helminth,1,0,0,0,1,0
Anas fulvigula,Anseriformes,Eucotyle wehri,helminth,0,0,0,0,1,0
Anas fulvigula,Anseriformes,Gastrotaenia cygni,helminth,0,0,0,0,1,0
Anas fulvigula,Anseriformes,Hadjelia neglecta,helminth,0,0,0,0,1,0
Anas fulvigula,Anseriformes,Hypoderaeum conoideum,helminth,0,0,0,0,1,0
Anas fulvigula,Anseriformes,Maritrema paracadiae,helminth,0,0,0,0,1,0
Anas fulvigula,Anseriformes,Paramonostomum parvum,helminth,0,0,0,0,1,0
Anas fulvigula,Anseriformes,Porrocaecum crassum,helminth,1,0,0,0,1,0
Anas fulvigula,Anseriformes,Prosthogonimus cuneatus,helminth,0,0,0,0,1,0
Anas fulvigula,Anseriformes,Prosthogonimus ovatus,helminth,0,0,0,0,1,0
Anas fulvigula,Anseriformes,Psilochasmus oxyurus,helminth,0,0,1,0,1,0
Anas fulvigula,Anseriformes,Retinometra venusta,helminth,1,0,0,0,1,0
Anas fulvigula,Anseriformes,Sciadiocara rugosa,helminth,0,0,0,0,1,0
Anas fulvigula,Anseriformes,Sobolevicanthus filumferens,helminth,0,0,0,0,1,0
Anas fulvigula,Anseriformes,Streptocara crassicauda,helminth,1,0,0,0,1,0
Anas fulvigula,Anseriformes,Tetrameres crami,helminth,1,0,0,0,1,0
Anas fulvigula,Anseriformes,Typhlocoelum cucumerinum,helminth,0,0,0,0,1,0
Anas fulvigula,Anseriformes,Typhlocoelum sisowi,helminth,0,0,0,0,1,0
Anas fulvigula,Anseriformes,Zygocotyle lunata,helminth,0,0,0,0,1,0
Anas platyrhynchos,Anseriformes,Acanthocephalus ranae,helminth,0,0,0,0,1,0
Anas platyrhynchos,Anseriformes,Amidostomoides acutum,helminth,0,0,0,0,1,0
Anas platyrhynchos,Anseriformes,Amidostomum anatinum,helminth,0,0,0,0,1,0
Anas platyrhynchos,Anseriformes,Amidostomum orientale,helminth,0,0,0,0,1,0
Anas platyrhynchos,Anseriformes,Amphimerus anatis,helminth,0,0,0,0,1,0
Anas platyrhynchos,Anseriformes,Anacetabulitrema samarae,helminth,0,0,0,0,1,0
Anas platyrhynchos,Anseriformes,Anomotaenia ciliata,helminth,0,0,0,0,1,0
Anas platyrhynchos,Anseriformes,Apatemon gracilis,helminth,0,0,0,0,1,0
Anas platyrhynchos,Anseriformes,Apatemon japonicus,helminth,0,0,0,0,1,0
Anas platyrhynchos,Anseriformes,Apatemon parvitestis,helminth,0,0,0,0,1,0
Anas platyrhynchos,Anseriformes,Aploparaksis endacantha,helminth,0,0,0,0,1,0
Anas platyrhynchos,Anseriformes,Aploparaksis japonensis,helminth,0,0,0,0,1,0
Anas platyrhynchos,Anseriformes,Aploparaksis Globarilepis,helminth,0,0,0,0,1,0
Anas platyrhynchos,Anseriformes,Ascaridia lineata,helminth,0,0,0,0,1,0
Anas platyrhynchos,Anseriformes,Baruscapillaria podicipitis,helminth,0,0,0,0,1,0
Anas platyrhynchos,Anseriformes,Baylisascaris procyonis,helminth,0,0,1,0,1,0
Anas platyrhynchos,Anseriformes,Bisaccanthes bisaccata,helminth,0,0,0,0,1,0
Anas platyrhynchos,Anseriformes,Capillaria contorta,helminth,0,0,0,0,1,0
Anas platyrhynchos,Anseriformes,Capillaria spinulosa,helminth,0,0,0,0,1,0
Anas platyrhynchos,Anseriformes,Catatropis joyeuxi,helminth,0,0,0,0,1,0
Anas platyrhynchos,Anseriformes,Catatropis verrucosa,helminth,0,0,0,0,1,0
