Ref_ID,First_Author,Author_All,Journal,YearPublished,Title,Database,DateAccessed,DOI,ISBN
348,John-Adler,"John-Adler, Cox, Haenel, Smith",INTEGR COMP BIOL,2009,"Hormones, performance and fitness: natural history and endocrine experiments on a lizard (Sceloporus undulatus)",null,null,10.1093/icb/icp060,null
569,Craig,"Craig, Papoulias, Thomas, Annis, Boase",J APPLIED ICHTH,2009,Sex assignment of lake sturgeon (Acipenser fluvescens) based on plasma sex hormone and vitellogenic levels,null,null,10.1111/j.1439-0426.2009.01289.x,null
167,López-Rull,"López-Rull, Gil",J AVIAN BIOL,2009,Do female spotless starlings Sturnus unicolor adjust maternal investment according to male attractiveness?,null,null,10.1111/j.1600-048X.2009.04553.x,null
80,Douglas,"Douglas, Kitaysky, Kitaiskaia, Maccormick, Kelly",J COMP PHYSIOL B,2009,Size of ornament is negatively correlated with baseline corticosterone in males of a socially monogamous colonial seabird,null,null,10.1007/s00360-008-0312-6,null
363,Lutterschmidt,"Lutterschmidt, Lutterschmidt, Mason, Reinert",J COMP PHYSIOL B,2009,Seasonal variation in hormonal responses of timber rattlesnakes (Crotalus horridus) to reproductive and environmental stressors,null,null,10.1007/s00360-009-0356-2,null
388,Sykes,"Sykes, Klukowski",J EXP ZOOL,2009,"Effects of acute temperature change, confinement and housing on plasma corticosterone in water snakes, Nerodia sipedon (Colubridae: Natricinae)",null,null,10.1002/jez.515,null
637,Awruch,"Awruch, Pankhurst, Frusher, Stevens",MARINE FRESHWATER RES,2009,Reproductive seasonality and embryo development in the draughtboard shark Cephaloscyllium laticeps,null,null,10.1071/MF09030,null
559,O'Connor,"O'Connor, Gilmour, Arlinghaus, Van Der Kraak, Cooke",PHYS BIOCHEM ZOOL,2009,Stress and parental care in a wild teleost fish: insights from exogenous supraphysiological cortisol implants,null,null,10.1086/605914,null
47,Angelier,"Angelier, Moe, Blanc, Chastel",PHYSIOL BIOCHEM ZOOL,2009,What factors drive prolactin and corticosterone responses to stress in a long-lived bird species (snow petrel Pagodroma nivea)?,null,null,10.1086/603634,null
249,Lynn,"Lynn, Prince, Schook, Moore",PHYSIOL BIOCHEM ZOOL,2009,"Supplementary testosterone inhibits paternal care in a tropically breeding sparrow, Zonotrichia capensis",null,null,10.1086/605915,null
250,Swett,"Swett, Breuner",PHYSIOL BIOCHEM ZOOL,2009,Plasma testosterone correlates with morph type across breeding substages in male white-throated sparrows,null,null,10.1086/605392,null
624,Ros,"Ros, Fagundes, Oliveira",ANIM BEHAV,2010,Adjustmend of brood size and androgen levels in a teleost species with exclusive male parental care,null,null,10.1016/j.anbehav.2009.03.006,null
44,Horton,"Horton, Holberton",AUK,2010,Morph-specific variation in baseline corticosterone and the adrenocortical response in breeding white-throated sparrows (Zonotrichia albicollis),null,null, 10.1525/auk.2010.09096,null
497,Barry,"Barry, Cockrem, Brunton",AUS J ZOOL,2010,Seasonal variation in plasma corticosterone concentrations in wild and captive adult Duvaucel's geckos (Hoplodactylus duvaucelii),null,null,10.1071/ZO10023,null
39,Angelier,"Angelier, Wingfield, Weimerskirch, Chastel",BIOL LETTERS,2010,Hormonal correlates of individual quality in a long-lived bird: a test of the 'corticosterone-fitness hypothesis',null,null,10.1098/rsbl.2010.0376,null
55,Goutte,"Goutte, Antoine, Weimerskirch, Chastel",FUNCT ECOL,2010,Age and the timing of breeding in a long-lived bird: a role for stress hormones?,null,null,10.1111/j.1365-2435.2010.01712.x,null
263,Beaulieu,"Beaulieu, Dervaux, Thierry, Lazin, Le Maho, Ropert-Coudert, Spee, Raclot, Ancel",FUNCT ECOL,2010,When sea-ice clock is ahead of Adelie penguins' clock,null,null,10.1111/j.1365-2435.2009.01638.x,null
331,Boretto,"Boretto, Ibarguengoytia, Jahn, Acosta, Vincenti, Fornes",GEN COMP ENDOCR,2010,Asynchronic steroid activity of Leydig and Sertoli cells related to spermatogenic and testosterone cycle in Phymaturus antofagastensis,null,null,10.1016/j.ygcen.2010.02.006,null
362,Lind,"Lind, Husak, Eikenaar, Moore, Taylor",GEN COMP ENDOCR,2010,"The relationship between plasma steroid hormone concentrations and the reproductive cycle in the northern Pacific rattlesnake, Crotalus oreganus",null,null,10.1016/j.ygcen.2010.01.026,null
384,Sereau,"Sereau, Lagarde, Bonnet, El Mouden, Slimani, Dubroca, Trouve, Dano, Lacroix",GEN COMP ENDOCR,2010,Does testosterone influence activity budget in the male Greek tortoise (Testudo graeca graeca)?,null,null,10.1016/j.ygcen.2010.03.002,null
86,Goutte,"Goutte, Angelier, Clement-Chastel, Trouve, Moe, Bech, Gabrielsen, Chastel",GEN COMP ENDOCRINOL,2010,Stress and the timing of breeding: glucocorticoid-luteinizing hormones relationships in an artic seabird,null,null,10.1016/j.ycen.2010.07.016,null
173,Blas,"Blas, López, Tanferna, Sergio, Hiraldo",GEN COMP ENDOCRINOL,2010,"Reproductive endocrinology of wild, long-lived raptors",null,null,10.1016/j.ygcen.2010.03.020,null
174,Addis,"Addis, Busch, Clark, Wingfield",GEN COMP ENDOCRINOL,2010,Seasonal and social modulation of testosterone in Costa Rican rufous-collared sparrows (Zonotrichia capensis costaricensis),null,null,10.1016/j.ygcen.2010.01.011,null
175,Horton,"Horton, Yoon, Ghalambor, Moore, Scott Sillett",GEN COMP ENDOCRINOL,2010,Seasonal and population variation in male testosterone levels in breeding orange-crowned warblers (Vermivora celata),null,null,10.1016/j.ygcen.2010.04.019,null
223,Vera,"Vera, Antenucci, Zenuto",GEN COMP ENDOCRINOL,2010,Cortisol and corticosterone exhibit different seasonal  variation and responses to acute stress and captivity in tuco-tucos (Ctenomys talarum),null,null,10.1016/j.ygcen.2010.11.012,null
267,Goutte,"Goutte, Angelier, Welcker, Moe, Clement-Chastel, Gabrielsen, Bech, Chastel",GEN COMP ENDOCRINOL,2010,Long-term survival effect of corticosterone manipulation in black-legged kittiwakes,null,null,10.1016/j.ygcen.2010.03.018,null
287,Osorno,"Osorno, Nunez-de la-Mora, D'Alba, Wingfield",GEN COMP ENDOCRINOL,2010,"Hormonal correlates of breeding behavior and pouch color in the magnificent frigatebird, Fregata magnificens",null,null,10.1016/j.ygcen.2010.06.011,null
310,Verboven,"Verboven, Verreault, Letcher, Gabrielsen, Evans",GEN COMP ENDOCRINOL,2010,Adrenocortical function of Arctic-breeding glaucous gulls in relation to persistent organic pollutants,null,null,10.1016/j.ygcen.2009.11.013,null
580,Greiner,"Greiner, Stefanski, Dehnhard, Voigt",GEN COMP ENDOCRINOL,2010,Plasma testosterone levels decrease after activation of skin immune system in a free-ranging mammal,null,null,10.1016/j.ygcen.2010.06.008,null
45,Landys,"Landys, Goymann, Schwabl, Trapschuh, Slagsvold",HORM BEHAV,2010,Impact of season and social challenge on testosterone and corticosterone levels in a year-round territorial bird,null,null,10.1016/j.yhbeh.2010.02.013,null
56,Lendvai,"Lendvai, Chastel",HORM BEHAV,2010,Natural variation in stress response is related to post-stress parental effort in male house sparrows,null,null,10.1016/j.yhbeh.2010.09.004,null
176,Pradhan,"Pradhan, Newman, Wacker, Wingfield, Schlinger, Soma",HORM BEHAV,2010,Aggressive interactions rapidly increase androgen synthesis in the brain during the non-breeding season,null,null,10.1016/j.yhbeh.2010.01.008,null
178,Blas,"Blas, Hiraldo",HORM BEHAV,2010,Proximate and ultimate factors explaining floating behavior in long-lived birds,null,null,10.1016/j.yhbeh.2009.10.010,null
179,Polo,"Polo,  López-Rull, Gil, Veiga",HORM BEHAV,2010,Experimental addition of green plants to the nest increases testosterone levels in female spotless starlings,null,null,10.1111/j.1439-0310.2009.01724.x,null
192,Sperry,"Sperry, Wacker, Wingfield",HORM BEHAV,2010,The role of androgen receptors in regulating territorial aggression in male song sparrows,null,null,10.1016/j.yhbeh.2009.09.015,null
303,Spee,"Spee, Beaulieu, Dervaux, Chastel, Le Maho, Raclot",HORM BEHAV,2010,"Should I stay or should I go? Hormonal control of nest abandonment in a long-lived bird, the Adelie penguin",null,null,10.1016/j.yhbeh.2010.07.011 ,null
396,While,"While, lsaksson, McEnvoy, Sinn, Komdeur, Wapstra, Groothuis",HORM BEHAV,2010,Repeatable intra-individual variation in plasma testosterone concentration and its sex-specific link to aggression in a social lizard,null,null,10.1016/j.yhbeh.2010.03.016,null
553,Dey,"Dey, O'Connor, Gilmour, Vane Der Kraak, Cooke",HORM BEHAV,2010,Behavioral and physiological responses of a wild teleost fish to cortisol and androgen manipulation during parental care,null,null,10.1016/j.yhbeh.2010.06.016,null
575,French,"French, DeNardi, Greives, Strand, Demas",HORM BEHAV,2010,Human disturbance alters endocrine and immune responses in the Galapagos marine iguana (Amblyrhynchus cristatus),null,null,10.1016/j.yhbeh.2010.08.001,null
626,Saraiva,"Saraiva, Goncalves, Oliveira",HORM BEHAV,2010,Environmental modulation of androgen levels and secondary sex characters in two populations of the peacock blenny Salaria pavo,null,null,10.1016/j.yhbeh.2009.10.013,null
191,Ninnes,"Ninnes, Waas, Ling, Nakagawa, Banks, Bell, Bright, Carey, Chandler, Hudson, Ingram, Lyall, Morgan, Stevens, Wallace, Möstl",J COMP PHYSIOL B,2010,Comparing plasma and faecal measures of steroid hormones in Adelie penguins Pygoscelis adeliae,null,null,10.1007/s00360-009-0390-0,null
41,Beaulieu,"Beaulieu, Spee, Lazin, Ropert-Coudert, le Maho, Ancel, Raclot",J EXP BIOL,2010,Ecophysiological response of Adélie penguins facing an experimental increase in bleeding constraints,null,null,10.1242/jeb.035378,null
368,Mathies,"Mathies, Cruz, Lance, Savidge",J HERPETOL,2010,Reproductive biology of male brown treesnakes (Boiga irregularis) on Guam,null,null,10.1670/06-069.1,null
193,Wacker,"Wacker, Coverdill, Bauer, Wingfield",J ORNITHOL,2010,"Male territorial aggression and androgen modulation in high latitude populations of the sooty, Passerella iliaca sinuosa, and red fox sparrow, Passerella iliaca zaboria",null,null,10.1007/s10336-009-0428-9,null
293,Rogers,"Rogers, Bechard, Kaltenecker, Dufty",J RAPTOR RES,2010,The adrenocortical stress response in three North American accipiters during fall migration,null,null,10.3356/JRR-09-59.1,null
387,Smith,"Smith, Schuett, Schenk",J ZOOL,2010,Relationship of plasma sex steroids to the mating season of copperheads at the north-eastern extreme of their range,null,null,10.1111/j.1469-7998.2009.00669.x,null
43,Hau,"Hau, Ricklefs, Wikelski, Lee, Brawn",P ROY SOC B,2010,"Corticosterone, testosterone and life-history strategies of birds",null,null,10.1098/rspb.2010.0673,null
534,Ricciardella,"Ricciardella, Bliley, Feth, Woodley",PHYS BEHAV,2010,Acute stressors increase plasma corticosterone and decrease locomotor activity in a terrestrial salamander (Desmognathus ochrophaeus),null,null,10.1016/j.physbeh.2010.04.022,null
72,Busch,"Busch, Addis, Clark, Wingfield",PHYSIOL BIOCHEM ZOOL,2010,"Disentangling the effects of environment and life-history stage on corticosterone modulation in Costa Rican rufous-collared sparrows, Zonotrichia capensis costaricensis",null,null,10.1086/648488,null
526,Romero,"Romero, Wileski",PROC ROY SOC B,2010,Stress physiology as a predictor of survival in Galapagos marine iguanas,null,null,10.1098/rspb.2010.0678,null
232,Ganan,"Ganan, Sestelo, Garde, Martinez, Vargas, Sanchez, Perez-Aspa, Lopez-Bao, Palomares, Gomendio, Roldan",REPRODUCTION,2010,Reproductive traits in captive and free-ranging males of the crtically endangered Iberian lynx,null,null,10.1530/REP-09-0259,null
209,Macchi,"Macchi, Cucuzza, Badino, Odore, Re, Bevilacqua, Malfatti",THERIOGENOLOGY,2010,Seasonality of reproduction in wild boar assessed by fecal and plasmatic steroids,null,null,10.1016/j.theriogenology.2009.12.002,null
224,Tripp,"Tripp, Verstegen, Deutsch, Bonde, de Wit, Manire, Gaspard, Harr",ZOO BIO,2010,Evaluation of adrenocortical function in Florida manatees (Trichechus manatus latirostris),null,null,10.1002/zoo.20311,null
97,Leclaire,"Leclaire, Bourret, Wagner, Hatch, Helfenstein, Chastel, Danchin",BEHAV ECOL,2011,Behavioral and physiological responses to male handicap in chick-rearing black-legged kittiwakes,null,null,10.1093/beheco/arr149,null
629,Greiner,"Greiner, Dehnhard, Voight",CAN J ZOOL,2011,Differences in plasma testosterone levels related to social status are more pronounced  mating than nonmating season in the tropical bat during Saccopteryx bilineata (greater sac-winged bat),null,null,10.1139/z11-092,null
400,Casagrande,"Casagrande, Dell'Omo, Constantini, Tagliavini, Groothuis",COMP BIOCHEM PHYS A,2011,Variation of a carotenoid-based trait in relation to oxidative stress and endocrine status during the breeding season in the Eurasian kestrel: a multi-factorial study,null,null,null,null
234,Chow,"Chow, Hamilton, Cattet, Stenhouse, Obbard, Vijayan",COMP BIOCHEM PHYSIOL,2011,Serum corticosteroid binding globulin expression is modulated by fasting polar bears (Ursus maritimus),null,null,10.1016/j.cbpa.2010.09.017,null
54,Fontaine,"Fontaine, Arreiro, Schwabl, Martin",CONDOR,2011,Nest predation and circulating corticosterone levels within and among species,null,null,10.1525/cond.2011.110027,null
646,Ahmadi,"Ahmadi, Amiri, Abdoli, Fakharzade, Hoseinifar",ENVIR FISH BIOL,2011,"Sex steroids, gonadal histology and biological indices of fall and spring Caspian lamprey (Caspiomyzon wagneri) spawning migrants in the Shirud River, Southern Caspian Sea",null,null,10.1007/s10641-011-9836-9,null
631,Boonstra,"Boonstra, Bradley, Delehanty",FUNCT ECOL,2011,Preparing for hibernation in ground squirrels: adrenal androgen production in summer linked to environmental severity in winter,null,null,10.1111/j.1365-2435.2011.01890.x,null
351,Klukowski,Klukowski,GEN COMP ENDOCR,2011,"Effects of breeding season, testosterone and ACTH on the corticosterone response of free-ranging male fence lizards (Sceloporus undulatus)",null,null,10.1016/j.ygcen.2011.06.006,null
560,O'Connor,"O'Connor, Yick, Gilmour, Van Der Kraak, Cooke",GEN COMP ENDOCR,2011,The glucocorticoid stress response is attenuated but unrelated to reproductive investment during parental care in a teleost fish,null,null,10.1016/j.ygcen.2010.11.004,null
79,Dne,"Done, Gow, Stutchbury",GEN COMP ENDOCRINOL,2011,"Corticosterone stress response and plasma metabolite levels during breeding and molt in a free-living migratory songbird, the wood thrush (Hylocichla mustelina)",null,null,10.1016/j.ygcen.2011.01.006,null
95,Landys,"Landys, Goymann, Slagsvold",GEN COMP ENDOCRINOL,2011,Rearing conditions have long-term consequences for stress responsiveness in free-living great tits,null,null,10.1016/j.ygcen.2011.08.022,null
270,D'Alba,"D'Alba, Spencer, Nager, Monaghan",GEN COMP ENDOCRINOL,2011,"State dependent effects of elevated hormone: Nest site quality, corticosterone levels and reproductive performance in the common eider",null,null,10.1016/j.ygcen.2011.03.006,null
315,Wilcoxen,"Wilcoxen, Boughton, Bridge, Rensel, Schoech",GEN COMP ENDOCRINOL,2011,Age-related differences in baseline and stress-induced corticosterone in Florida scrub-jays,null,null,10.1016/j.ygcen.2011.07.007,null
505,Graham,"Graham, Earley, Guyer, Mendonca",GEN COMP ENDOCRINOL,2011,Innate immune performance and steroid hormone profiles of pregnant versus nonpregnant cottonmouth snakes (Agkistrodon piscivorus),null,null,10.1016/j.ygcen.2011.09.015,null
85,Fokidis,"Fokidis, Orchinik, Deviche",HORM BEHAV,2011,Context-specific territorial behavior in urban birds: no evidence for involvement of testosterone or corticosterone,null,null,10.1016/j.yhbeh.2010.11.002,null
172,Addis,"Addis, Clark, Wingfield",HORM BEHAV,2011,Modulation of androgens in southern hemisphere temperate breeding sparrows (Zonotrichia capensis): an altitudinal comparison,null,null,10.1016/j.yhbeh.2011.05.002,null
255,Apfelbeck,"Apfelbeck, Stegherr, Goymann",HORM BEHAV,2011,Simulating winning in the wild - the behavioral and hormonal response of black redstarts to single and repeated territorial challenges of high and low intensity,null,null,10.1016/j.yhbeh.2011.08.005,null
281,Newman,"Newman, Soma",HORM BEHAV,2011,Aggressive interactions differentially modulate local and systemic levels of corticosterone and DHEA in a wild songbird,null,null,10.1016/j.yhbeh.2011.07.007 ,null
288,Ouyang,"Ouyang, Hau, Bonier",HORM BEHAV,2011,Within seasons and among years: when are corticosterone levels repeatable?,null,null,10.1016/j.yhbeh.2011.08.004,null
304,Spee,"Spee, Marchal, Lazin, Le Maho, Chastel, Beaulieu, Raclot",HORM BEHAV,2011,"Exogenous corticosterone and nest abandonment: a study in a long-lived bird, the Adelie penguin",null,null,10.1016/j.yhbeh.2011.07.003 ,null
475,Gavassa,"Gavassa, Silva, Stoddard",HORM BEHAV,2011,Tight hormonal phenotypic integration ensures honesty of the electic signal of male and female Brachyhypopomus gauderio,null,null,10.1016/j.yhbeh.2011.07.009,null
551,Cook,"Cook, McConnachie, Gilmour, Hinch, Cooke",HORM BEHAV,2011,Fitness and behavioral correlates of pre-stress and stress-induced plasma cortisol titers in pink salmon (Oncorhynchus gorbuscha) upon arrival at spawining grounds,null,null,10.1016/j.yhbeh.2011.07.017,null
574,DuVal,"DuVal, Goymann",HORM BEHAV,2011,Hormonal correlates of social status and courtship display in the cooperatively lekking lance-tailed manakin,null,null,10.1016/j.ybeh.2010.10.004,null
477,Tonra,"Tonra, Marra, Holberton",J AVIAN BIOL,2011,Migration phenology and winter habitat quality are related to circulating androgen in a long-distance migratory bird,null,null,10.1111/j.1600-048X.2011.05333.x,null
558,O'Connor,"O'Connor, Gilmour, Van Der Kraak, Cooke",J COMP PHYSIOL,2011,Circulating androgens are influenced by parental nest defense in a wild teleost fish,null,null,10.1007/s00359-011-0629-6,null
268,Goutte,"Goutte, Clement-Chastel, Moe, Bech, Gabrielsen, Chastel",J EXP BIOL,2011,Experimentally reduced corticosterone release promotes early breeding in black-legged kittiwakes,null,null,10.1242/jeb.051979,null
581,Vera,"Vera, Zenuto, Atenucci, Busso, Marin",J EXP ZOOL,2011,Validation of a radioimmunoassay for measuring testosterone concentrations in plasma samples of the subterranean rodent Ctenomys talarum: Outstandingly elevated levels in the wild and the effect of captivity,null,null,10.1002/jez.707,null
546,Desjardins,"Desjardins, Fitzpatrick, Stiver, Van Der Kraak, Balshine",J ZOOL,2011,Lunar and diurnal cycles in reproductive physiology and behavior in a natural population of cooperatively breeding fish,null,null,10.1111/j.1469-7998.2011.00814.x,null
52,Clinchy,"Clinchy, Zanette, Charlier, Newman, Schmidt, Boonstra, Soma",OECOLOGIA,2011,Multiple measures elucidate glucocorticoid responses to environmental variation in predation threat,null,null,10.1007/s00442-011-1915-2,null
60,Addis,"Addis, Davis, Miner, Wingfield",OECOLOGIA,2011,Variation in circulating corticosterone levels is associated with altitudinal range expansion in a passerine bird,null,null,10.1007/s00442-011-2001-5,null
101,Ouyang,"Ouyang, Sharp, Dawson, Quetting, Hau",P ROY SOC B,2011,Hormone levels predict individual differences in reproductive success in a passerine bird,null,null,10.1098/rspb.2010.2490,null
84,Fokidis,"Fokidis, Hurley, Rogowski, Sweazea, Deviche",PHYSIOL BIOCHEM ZOOL,2011,"Effects of captivity and body condition on plasma corticosterone, locomotor behavior, and plasma metabolites in curve-billed thrashers",null,null,10.1086/662068,null
171,Lindsay,"Lindsay, Webster, Schwabl",PLOS ONE,2011,"Sexually selected male plumage color is testosterone dependent in a tropical passerine bird, the red-backed fairy-wren (Malurus melanocephalus)",null,null,10.1371/journal.pone.0026067,null
170,Apfelbeck,"Apfelbeck, Goymann",PROC R SOC B,2011,Ignoring the challenge? Male black redstarts (Phoenicurus ochruros) do not increase testosterone levels during territorial conflicts but they do so in response to gonadotropin-releasing hormone,null,null,10.1098/rspb.2011.0098,null
586,Camanchahi,"Camanchahi, Ovejero, Marull, Lopez, Schroeder, Jahn, Novaro, Somoza",WILDLIFE RES,2011,Physiological response to wild guanacos to capture for live shearing,null,null,10.1071/WR10170,null
484,Grindstaff,"Grindstaff, Lovern, Burtka, Hallmark-Sharber", J COMP PHYSIOL B,2012,"Structural coloration signals condition, parental investment, and circulating hormone levels in eastern bluebirds (Sialia sialis)",null,null,10.1007/s00359-012-0735-0,null
17,Crossin,"Crossin, Trathan, Phillips, Gorman, Dawson, Sakamoto, Williams",AM NAT,2012,Corticosterone predicts foraging behavior and parental care in macaroni penguins,null,null,10.5061/dryad.f385721n,null
57,Ouyang,"Ouyang, Quetting, Hau",ANIM BEHAV,2012,Corticosterone and brood abandonment in great tits,null,null,10.1016/j.anbehav.2012.05.006,null
42,Butler,"Butler, Ries, Bisson, Hayden, Wikelski, Romero",ANIM CONSERV,2012,Opposite but analogous effects of road density on songbirds with contrasting habitat preferences,null,null,10.1111/j.1469-1795.2012.00576.x,null
214,Harms,"Harms, Elkin, Gunn, Tracz, Adamczewski, Flood, Leighton",ARCTIC,2012,Serum biochemistry and serum cortisol levels of immobilized and hunted muskoxen (Ovibos moschatus) from northern Canada,null,null,10.14430/arctic4238 ,null
6,Atwell,"Atwell, Cardoso, Whittaker, Campbell-Nelson, Robertson, Ketterson",BEHAV ECOL,2012,Boldness behavior and stress physiology in a novel urban environment suggest rapid correlated evolutionary adaptation,null,null,10.1093/beheco/ars059,null
32,Kristensen,"Kristensen, Erikstad, Reiertsen, Moum, Barrett, Jenni-Eiermann",BEHAV ECOL,2012,Are female offspring from a single-egg seabird more costly to raise?,null,null,10.1093/beheco/ars144,null
22,Fokidis,"Fokidis, Deviche",BRAIN BEHAV EVOL,2012,"Brain arginine vasotocin immunoreactivity differs between urban and desert curve-billed thrashers, Toxostoma curvirostre: relationships with territoriality and stress physiology",null,null,10.1159/000332766,null
453,de Assis,"de Assis, Navas, Mendonca, Gomes",COMP BIOCHEM PHYSIOL A,2012,Vocal and territorial behavior in the Smith frog (Hypsiboas faber): relationships with plasma levels of corticosterone and testosterone,null,null,10.1016/j.cbpa.2012.08.002,null
538,Wack,"Wack, DuRant, Hopkins, Lovern, Feldhoff, Woodley",COMP BIOCHEM PHYSIOL A,2012,Elevated plasma corticosterone increases metabolic rate in a terrestrial salamander,null,null,10.1016/j.cbpa.2011.10.017,null
284,Nordstad,"Nordstad, Moe, Bustnes, Bech, Chastel, Goutte, Sagerup, Trouve, Herzke, Gabrielsenk",ENVIRON POLLUT,2012,Relationships between POPs and baselinc corticosterone levels in black-legged kittiwakes (Rissa tridactyla) across their breeding cycle ,null,null,10.1016/j.envpol.2012.01.044,null
541,Rogers,"Rogers, Neff, Knapp",ETHOLOGY,2012,Effects of exogenous testosterone on parental care behaviors in male bluegill sunfish (Lepomis marcrochirus),null,null,10.1111/j.1439-0310.2012.02051.x,null
510,Hews,"Hews, Hara, Anderson",GEN COMP ENDOCR,2012,Sex and species differences in plasma testosterone and in counts of androgen receptor-positive cells in key brain regions of Sceloporus lizard species that differ in aggression,null,null,10.1016/j.ygcen.2011.12.028,null
16,Crossin,"Crossin, Dawson, Phillips, Trathan, Gorman, Adlard, Williams",GEN COMP ENDOCRINOL,2012,Seasonal patterns of prolactin and corticosterone secretion in an Antarctic seabird that moults during reproduction,null,null,10.1016/j.ygcen.2011.10.003,null
18,Deviche,"Deviche, Gao, Davies, Sharp, Dawson",GEN COMP ENDOCRINOL,2012,"Rapid stress-induced inhibition of plasma testosterone in free-ranging male rufous-winged sparrows, Peucaea carpalis: characterization, time course, and recovery",null,null,10.1016/j.ygcen.2012.02.022,null
198,Crossin,"Crossin, Phillips, Trathan, Fox, Dawson, Wynne-Edwards, Williams",GEN COMP ENDOCRINOL,2012,Migratory carryover effects and endocrinological correlates of reproductive decisions and reproductive success in female albatrosses,null,null,10.1016/j.ygcen.2012.01.006,null
31,Kosztolanyi,"Kosztolanyi, Kupper, Chastel, Parenteau, Yilmaz, Miklosi, Szekely, Lendvai",HORM BEHAV,2012,Prolactin stress response does not predict brood desertion in a polyandrous shorebird,null,null,10.1016/j.yhbeh.2012.03.011,null
199,Deviche,"Deviche, Sharp, Dawson, Sabo, Fokidis, Davies, Hurley",HORM BEHAV,2012,"Up to the challenge? Hormonal and behavioral responses of free-ranging male Cassin's sparrows, Peucaea cassinii, to conspecific song playback",null,null,10.1016/j.yhbeh.2012.03.012,null
295,Rosvall,"Rosvall, Reichard, Ferguson, Whittaker, Ketterson",HORM BEHAV,2012,Robust behavioral effects of song playback in the absence of testosterone or corticosterone release,null,null,10.1016/j.yhbeh.2012.07.009,null
297,Schmidt,"Schmidt, Furlonger, Lapierre, E. A. MacDougall-Shackleton, S. A. MacDougall-Shackleton",HORM BEHAV,2012,Regulation of the HPA axis is related to song complexity and measures of phenotypic quality in song sparrows,null,null,10.1016/j.yhbeh.2012.02.027,null
468,Leary,"Leary, Harris",HORM BEHAV,2012,"Steroid hormone levels in calling males and males practicing alternative non-calling mating tactics in the green treefrog, Hyla cinerea",null,null,10.1016/j.yhbeh.2012.11.006,null
474,Li ,"Li, Zhang, Li, Hao, Zhang, Wu",HORM BEHAV,2012,"Stress responses of testosterone and corticosterone-binding globulin in a multi-brooded species, Eurasian tree sparrows (Passer mountanus): does CBG function as a mediator?",null,null,10.1016/j.yhbeh.2012.02.007,null
478,Vergara,"Vergara, Martinez-Padilla",HORM BEHAV,2012,Social context decouples the relationship between a sexual ornament and testosterone levels in a male wild bird,null,null,10.1016/j.yhbeh.2012.07.00,null
557,McConnachie,"McConnachie, Cook, Patterson, Gilmour, Hinch, Farrell, Cooke",HORM BEHAV,2012,"Consequences of acute stress and cortisol manipulation on the physiology, behavior, and reproductive outcome of female Pacific salmon on spawning grounds",null,null,10.1016/j.yhbeh.2012.05.001,null
608,Matsumoto,"Matsumoto, Yabuno, Kiros, Soyano, Takegaki",J ETHOL,2012,Changes in male courtship intensity and androgen levels during brood cycling in the blenniid fish Rhabdoblennius nitidus,null,null,10.1007/s10164-012-0336-y,null
527,Seddon,"Seddon, Klukowski",J EXP BIOL,2012,Influence of stressor duration on leukocyte and hormonal responses in male southeastern five-lined skinks (Plestiodon inexpectatus),null,null, 10.1002/jez.1742,null
34,Li,"Li, Wang, Wingfield",J ORNITHOL,2012,"A comparison of the adrenocortical responses to acute stress in cardueline finches from the Tibetan Plateau, Arctic Alaska and lowland Western North America",null,null,10.1007/s10336-011-0792-0,null
7,Barron,"Barron, Brawn, Butler, Romero, Weatherhead",J WILDLIFE MANAGE,2012,Effects of military activity on breeding birds,null,null,10.1002/jwmg.355,null
494,Vera,"Vera, Zenuto, Antenucci",J ZOOL,2012,"Seasonal variations in plasma cortisol, testosterone, progesterone and leukocyte profiles in a wild population of tuco-tucos",null,null,10.1111/j.1469-7998.2012.00967.x,null
30,Keyel,"Keyel, Bauer, Lattin, Romero, Reed",OECOLOGIA,2012,Testing the role of patch openness as a causal mechanism for apparent area sensitivity in a grassland specialist,null,null,10.1007/s00442-011-2213-8,null
561,O'Connor,"O'Connor, Barthel, Gilmour, Philipp, Van Der Kraak, Cooke",PHYS BIOCHEM ZOOL,2012,Reproductive history and nest environment are correlated with circulating androgen and glucocorticoid concentrations in a parental care-providing teleost fish ,null,null,10.1086/665272,null
35,Ludynia,"Ludynia, Dehnhard, Poisbleau, Demongin. Masello, Quillfeldt",PLOS ONE,2012,Evaluating the impact of handling and logger attachment on foraging parameters and physiology in southern rockhopper penguins,null,null,10.1371/journal.pone.0050429,null
96,Laubach,"Laubach, Blumstein, Romero, Sampson, Foufopoulos",BEHAV ECOL SOCIOBIOL,2013,Are white-crowned sparrow badges reliable signals?,null,null,10.1007/s00265-012-1468-3,null
573,Vitousek,"Vitousek, Stewart, Safran",BIOL LETT,2013,Female plumage color influences seasonal oxidative damage and testosterone profiles in a songbird,null,null,10.1098/rsbl.2013.0539,null
21,Edwards,"Edwards, Chin, Burness, Gilchrist, Schulte-Hostedde",COMP BIOCHEM PHYSIOL,2013,Linking sex differences in corticosterone with individual reproductive behaviour and hatch success in two species of uniparental shorebirds,null,null,10.1016/j.cbpa.2013.05.024,null
277,Merrill,"Merrill, O'Loghlen, Wingfield, Rothstein",CONDOR,2013,"Linking a static signal to current condition: song-repertoire size, corticosterone, and immunity in the brown-headed cowbird",null,null,10.1525/cond.2013.120110,null
