Ref_ID,First_Author,Author_All,Journal,YearPublished,Title,Database,DateAccessed,DOI,ISBN
318,Wingfield,"Wingfield, Kubokawa, Ishida, Ishi, Wada",ZOO SCI,1995,"The adrenocortical response to stress in male bush warblers, Cettia diphone: a comparison of breeding populations in Honshu and Hokkaido, Japan",null,null,10.2108/zsj.12.615,null
462,Cei,"Cei, Ibanez, Alvarez, Carnevali, Mosconi, Polzonetti-Magni",AMPHIBIA-REPTILIA,1996,Divergent male androgen patterns in two sympatric species of Leptodactylus from subtropical South America,null,null,10.1163/156853896X00243,null
565,Cardwell,"Cardwell, Sorenson, Van Der Kraak, Liley",GEN COMP ENDOCR,1996,Effect of dominance status on sex hormone levels in laboratory and wild-spawning male trout,null,null,10.1006/gcen.1996.0036,null
454,Emerson,"Emerson, Hess",GEN COMP ENDOCRINOL,1996,"The role of androgens in opportunistic breeding, tropical frogs",null,null,10.1006/gcen.1996.0113,null
460,Houck,"Houck, Mendonca, Lunch, Scott",GEN COMP ENDOCRINOL,1996,"Courtship behavior and plasma levels of androgens and corticosterone in male marbled salamanders, Ambystoma opacum (Ambystomatidae)",null,null,10.1006/gcen.1996.0167,null
330,Bonnet,"Bonnet, Naulleau",HERPETOLOGICA,1996,Are body reserves important for reproduction in male dark green snakes (Colubridae: Coluber viridiflavus)?,null,null,null,null
583,Singh,"Singh, Krishna",J EXP ZOOL,1996,Seasonal changes in circulating serum concentration and in vitro testicular secretion of testosterone and androstenedione in the male vespertilionid bat (Scotophilus heathi),null,null,10.1002/(SICI)1097-010X(19960901)276:1<43::AID-JEZ5>3.0.CO;2-5,null
135,Alatalo,"Alatalo, Hoglund, Lundberg, Rintamaki, Silverin",P ROY SOC B,1996,Testosterone and male mating success on the black grouse leks,null,null,10.1098/rspb.1996.0248,null
104,Hunt,"Hunt, Hahn, Wingfield",ANIM BEHAV,1997,Testosterone implants increase song but not aggression in male Lapland longspurs,null,null,10.1006/anbe.1997.0558,null
159,Romero,"Romero, Soma, O'Reilly, Suydam, Wingfield",BEHAVIOR,1997,"Territorial behavior, hormonal changes, and body condition in an arctic-breeding song bird, the redpoll (Carduelis flammea)",null,null,10.1163/156853997x00043 ,null
548,Laidley,"Laidley, Thomas",BIOL REPRO,1997,"Changes in plasma sex steroid-binding protein levels, associated with ovarian recrudescence in the spotted seatrout (Cynoscion nebulosus)",null,null,null,null
236,Gardiner,"Gardiner, Hall",CAN J ZOOL,1997,Diel and annual variation in plasma cortisol concentrations among wild and captive harbor seals (Phoca vitulina),null,null,10.1139/z97-806,null
618,Hobby,"Hobby, Pankhurst",FISH PHYS BIOCHEM,1997,The relationship between plasma and ovarian levels of gonadal steroids in the repeat spawning marine fishes Pagrus auratus (Sparidae) and Chromis dispilus (Pomacentridae),null,null,10.1007/BF00004541,null
301,Silverin,"Silverin, Arvidsson, Wingfield",FUNCT ECOL,1997,The adrenocortical responses to stress in breeding willow warblers Phylloscopus trochilus in Sweden: effects of latitude and gender,null,null,10.1046/j.1365-2435.1997.00097.x,null
354,Knapp,"Knapp, Moore",GEN COMP ENDOCR,1997,Male morphs in tree lizards have different testosterone responses to elevated levels of corticosterone,null,null,10.1006/gcen.1997.6923,null
366,Mahmoud,"Mahmoud, Licht",GEN COMP ENDOCR,1997,"Seasonal changes in gonadal activity and the effects of stress on reproductive hormones in the common snapping turtle, Chelydra serpentina",null,null,10.1006/gcen.1997.6944,null
458,Harvey,"Harvey, Propper, Woodley, Moore",GEN COMP ENDOCRINOL,1997,"Reproductive endocrinology of the explosively breeding desert spadefoot toad, Scaphiopus couchii",null,null,10.1006/gcen.1996.6805,null
459,Hopkins,"Hopkins, Mendonca, Congdon",GEN COMP ENDOCRINOL,1997,"Increased circulating levels of testosterone and corticosterone in southern toads, Bufo terrestris, exposed to coal combustion waste",null,null,10.1006/gcen.1997.6969,null
568,Clearwater,"Clearwater, Pankhurst",J FISH BIOL,1997,"The response to capture and confinement stress of plasma cortisol, plasma sex steroids, and vitellogenic oocytes in the marine teleost, red gurnard",null,null,10.1111/j.1095-8649.1997.tb01370.x,null
299,Schoech,"Schoech, Mumme, Wingfield",PHYSIOL BIOCHEM ZOOL,1997,"Corticosterone, reproductive status, and body mass in a cooperative breeder, the Florida scrub-jay (Aphelocoma coerulescens)",null,null,10.2307/30164285,null
322,Abell,Abell,ACTA ZOOL MEX,1998,Reproductive and post-reproductive hormone levels in the lizard Sceloporus virgatus,null,null,null,null
109,Johnsen,Johnsen,ANIM BEHAV,1998,Behavioural correlates of testosterone and seasonal changes of steroids in red-winged blackbirds,null,null,10.1006/anbe.1997.0642,null
93,Hood,"Hood, Boersma, Wingfield",AUK,1998,The adrenocortical response to stress in incubating Magellanic penguins (Spheniscus magellanicus),null,null,10.2307/4089113,null
549,Lokman,"Lokman, Vermeulen, Lambert, Young",FISH PHYS BIOCHEM,1998,Gonad histology and plasma steroid profiles in wild New Zealand freshwater eels (Anguilla dieffenbachii and A. australis) before and at the onest of the natural spawning migration. I. Females,null,null,10.1023/A:1007719414295,null
550,Lokman,"Lokman, Young",FISH PHYS BIOCHEM,1998,Gonad histology and plasma steroid profiles in wild New Zealand freshwater eels (Anguilla dieffenbachii and A. australis) before and at the onest of the natural spawning migration. II. Males,null,null,10.1023/A:1007767330225,null
391,Tyrell,"Tyrell, Cree",GEN COMP ENDOCR,1998,"Relationships between corticosterone concentration and season, time of day and confinement in a wild reptile (Tuatara, Sphenodon punctatus)",null,null,10.1006/gcen.1997.7051,null
128,Romero,"Romero, Soma, O'Reilly, Suydam, Wingfield",HORM BEHAV,1998,Hormones and territorial behavior during breeding in snow buntings (Plectrophenax nivalis): an arctic-breeding songbird,null,null,10.1006/hbeh.1997.1432,null
352,Klukowski,"Klukowski, Nelson",HORM BEHAV,1998,The challenge hypothesis and seasonal changes in aggression and steroids in male northern fence lizards (Sceloporus undulatus hyacinthinus),null,null,10.1006/hbeh.1998.1449,null
463,Guarino,"Guarino, Bellini, Mazzarella, Angelini",ITAL J ZOOL,1998,Reproductive activity of Bombina pacypus from southern Italy,null,null,10.1080/11250009809386770,null
302,Silverin,"Silverin, Wingfield",J AVIAN BIOL,1998,"Adrenocortical responses to stress in breeding pied flycatchers Ficedula hypoleuca: relation to latitude, sex and mating status",null,null,10.2307/3677104,null
639,Johnson,"Johnson, Thomas, Wilson",J FISH BIOL,1998,"Seasonal cycles of gonadal development and plasma sex steroid levels in Epinephelus morio, a protogynous grouper in the eastern Gulf of Mexico",null,null,10.1111/j.1095-8649.1998.tb02013.x,null
379,Phillips,"Phillips, Millar",J HERPETOL,1998,"Reproductive biology of the white-throated savanna monitor, Varanus albigularis",null,null,10.2307/1565451,null
238,Khalil,"Khalil, Murakami, Kaseda",J VET MED SCI,1998,"Relationship between plasma testosterone concentrations and age, breeding season, and harem size in Misaki feral horses",null,null,10.1292/jvms.60.643 ,null
602,Haddy,"Haddy, Pankhurst",MAR FRESHWATER RES,1998,"Annual change in reproductive condition and plasma concentrations of sex steroids in black bream, Acanthopagrus butcheri (Munro) (Sparidae)",null,null,10.1071/MF97239,null
390,Tokarz,"Tokarz, McMann, Seitz, John-Alder",PHYSIOL ZOOL,1998,Plasma corticosterone and testosterone levels during the annual reproductive cycle of male brown anoles (Anolis sagrei),null,null,10.1086/515907,null
111,Vleck,"Vleck, Brown",ANIM BEHAV,1999,Testosterone and social and reproductive behavior in Aphelocoma jays,null,null,10.1006/anbe.1999.1226,null
536,Woodley,"Woodley, Moore",ANIM BEHAV,1999,Female territorial aggression and steroid hormones in mountain spiny lizards,null,null,10.1006/anbe.1998.1080,null
647,Barannikova,Barannikova,APPL J ICHTHYOL,1999,Sex steroids in the serum of Caspian sturgeons and their specific cytosol binding in brain and gonads during the migratory cycle,null,null,10.1111/j.1439-0426.1999.tb00232.x,null
133,Wingfield,"Wingfield, Ramos-Fernandez, Nuñez-de la Mora, Drummond",GEN COMP ENDOCRINOL,1999,"The effects of an ''El Niño'' southern oscillation event on reproduction in male and female blue-footed boobies, Sula nebouxii",null,null,10.1006/gcen.1998.7243,null
162,Wada,"Wada, Shimizu, Kobayashi,  Yatani, Sandaiji, Ishikawa, Takemure",GEN COMP ENDOCRINOL,1999,Behavioural and hormonal basis of polygynous breeding in male bush warblers (Cettia dipahone),null,null,10.1006/gcen.1999.7381 ,null
203,Kenagy,"Kenagy, Place, Veloso",GEN COMP ENDOCRINOL,1999,Relation of glucocorticosteroids and testosterone to the annual cylce of free-living degus in semiarid central Chile,null,null,10.1006/gcen.1999.7307 ,null
275,McQueen,"McQueen, Davis, Young",GEN COMP ENDOCRINOL,1999,Sex steroid and corticosterone levels of Adelie penguins (Pygoscelis adeliae) during courtship and incubation,null,null,10.1006/gcen.1998.7229,null
610,Pankhurst,"Pankhurst, Hilder, Pankhurst",GEN COMP ENDOCRINOL,1999,Reproductive condition and behavior in relation to plasma levels of gonadal steroids in the spiny damselfish Acanthochromis polyacanthus,null,null,10.1006/gcen.1999.7285,null
273,Knapp,"Knapp, Wingfiled, Bass",HORM BEHAV,1999,Steroid hormones and paternal care in the plainfin midshipman fish (Porichthys notatus),null,null,10.1006/hbeh.1998.1499,null
346,Jessop,"Jessop, FitzSimmons, Limpus, Whittier",HORM BEHAV,1999,"Interactions between behavior and plasma steroids within the scramble mating system of the promiscuous green turtle, Chelonia mydas",null,null,10.1006/hbeh.1999.1527,null
392,Valverde,"Valverde, Owens, Mackenzie, Amoss",J EXP ZOOL,1999,Basal and stress-induced corticosterone levels in olive ridley sea turtles (Lepidochelys olivacea) in relation to their mass nesting behavior,null,null,null,null
621,Heupel,"Heupel, Whittier, Bennett",J EXP ZOOL,1999,Plasma steroid hormone profiles and reproductive biology of the epaulette shark Hemiscyllium ocellatum,null,null,10.1002/(SICI)1097-010X(19991001)284:5<586::AID-JEZ14>3.0.CO;2-B,null
605,Haddy,"Haddy, Pankhurst",J FISH BIOL,1999,Stress-induced changes in concentrations of plasma sex steroids in black bream,null,null,10.1111/j.1095-8649.1999.tb02077.x,null
335,Christian,"Christian, Griffiths, Bedford, Jenkin",J HERPETOL,1999,Androgen concentrations and behavior or frillneck lizards (Chlamydosaurus kingii),null,null,10.2307/1565537,null
164,Wikelski,"Wikelski, Hau, Wingfield",PROC R SOC B,1999,Social instability increases plasma testosterone in a year-round territorial neotropical bird,null,null,10.1098/rspb.1999.0671,null
623,Roberts,"Roberts, Jackson, King, Taylor, Grier, Sullivan",TRANS AM FISH,1999,Annual reproductive cycle of the common snook: endocrine correlates of maturation,null,null,10.1577/1548-8659(1999)128<0436:ARCOTC>2.0.CO;2,null
373,Moore,"Moore, LeMaster, Mason",ANIM BEHAV,2000,"Behavioural and hormonal responses to capture stress in the male red-sided garter snake, Thamnophis sirtalis parietalis",null,null,10.1006/anbe.1999.1344,null
603,Haddy,"Haddy, Pankhurst",AQUACULTURE,2000,The efficacy of exogenous hormones in stimulating changes in plasma steroids and ovulation in wild black bream Acanthopagrus butcheri is improved by treatment at capture,null,null,10.1016/S0044-8486(00)00445-2,null
619,Heppell,"Heppell, Sullivan",CAN J FISH AQUAT SCI,2000,Identification of gender and reproductive maturity in the absence of gonads: muscle tissue levels of sex steroids and vitellogenin in gag (Mycteroperca microlepis),null,null,10.1139/f99-188,null
83,Elekonich,"Elekonich, Wingfield",ETHOLOGY,2000,Seasonality and hormonal control of territorial aggression in female song sparrows (Passeriformes: Emberizidae: Melospiza melodia),null,null,10.1046/j.1439-0310.2000.00555.x,null
325,Amey,"Amey, Whittier",GEN COMP ENDOCR,2000,"Seasonal patterns of plasma steroid hormones in males and females of the bearded dragon lizard, Pogona barbata",null,null,10.1006/gcen.2000.7426,null
347,Jessop,"Jessop, Hamann, Reed, Limpus",GEN COMP ENDOCR,2000,Evidence for a hormonal tactic maximizing green turtle reproduction in response to a pervasive ecological stressor,null,null,10.1006/gcen.2000.7473,null
378,Ott,"Ott, Mendonca, Guyer, Michener",GEN COMP ENDOCR,2000,Seasonal changes in sex and adrenal steroid hormones of gopher tortoises (Gopherus polyphemus),null,null,10.1006/gcen.1999.7419,null
627,Tricas,"Tricas, Maruska, Rasussen",GEN COMP ENDOCR,2000,"Annual cycles of steroid hormone production, gonad development, and reproductive behavior in the Atlantic stingray",null,null,10.1006/gcen.2000.7466,null
123,Lormée,"Lormée, Jouventin, Lacroix, Lallemand, Chastel",GEN COMP ENDOCRINOL,2000,"Reproductive endocrinology of tropical seabirds: sex-specific patterns in LH, steroids, and prolactin secretion in relation to parental care",null,null,10.1006/gcen.1999.7434,null
202,Kenagy,"Kenagy, Place",GEN COMP ENDOCRINOL,2000,Seasonal changes in plasma glucocorticosteroids of free-living female yellow pine chipmunks: effects of reproduction and capture and handling,null,null,10.1006/gcen.1999.7397,null
102,Astheimer,"Astheimer, Buttemer, Wingfield",HORM BEHAV,2000,"Corticosterone treatment has no effect on reproductive hormones or aggressive behavior in free-living male tree sparrows, Spizella arborea",null,null,10.1006/hbeh.1999.1555,null
386,Sinervo,"Sinervo, Miles, Frankino, Klukowski, DeNardo",HORM BEHAV,2000,"Testosterone, endurance, and Darwinian fitness: natural and sexual selection on the physiological bases of alternative male behaviors in side-blotched lizards",null,null,10.1006/hbeh.2000.1622,null
73,Buttemer,"Buttemer, Astheimer",J AVIAN BIOL,2000,Testosterone does not affect basal metabolic rate or blood parasite load in captive male white-plumed honeyeaters Lichenostomus penicillatus,null,null,10.1034/j.1600-048X.2000.310407.x,null
582,Singh,"Singh, Krishna",J EXP ZOOL,2000,"Seasonal changes in circulating testosterone and androstenedione concentration and their correlation with the anomalous reproductive pattern in the male Indian sheath-tailed bat, Taphozous longimanus",null,null,10.1002/1097-010X(20000615)287:1<54::AID-JEZ7>3.0.CO;2-Z,null
620,Cleary,"Cleary, Pankhurst",J WORLD AQUATIC SOC,2000,The effect of capture and handling stress on plasma steroid levels and gonadal condition in wild and farmed snapper Pagrus auratus (Sparidae),null,null,10.1111/j.1749-7345.2000.tb00905.x,null
91,Holberton,"Holberton, Able",P ROY SOC B,2000,Differential migration and an endocrine response to stress in wintering dark-eyed juncos (Junco hyemalis),null,null,10.1098/rspb.2000.1226,null
112,Peters,Peters,P ROY SOC B,2000,"Testosterone treatment is immunosuppressive in superb fairy-wrens, yet free-living males with high testosterone are more immunocompetent",null,null,10.1098/rspb.2000.1085,null
374,Moore,"Moore, Lerner, Lerner, Mason",PHYSIOL BIOCHEM ZOOL,2000,"Relationships between annual cycles of testosterone, corticosterone, and body condition in red-spotted garter snakes, Themnophis sirtalis concinnus",null,null,10.1086/316748,null
601,Folmar,"Folmar, Denslow, Kroll, Orlando, Enblom, Marcino, Metcalfe, Guillette",  ARCH ENVIRON CONTAM TOXICOL,2001,Altered serum sex steroids and vitellogenin induction in walleye (Stizostedion vitreum) collected near a metropolitan sewage treatment plant,null,null,10.1007/s002440010188,null
640,Stéquert,"Stéquert, Rodriguez, Cuisset, Le Menn",AQUAT LIVING RESOUR,2001,Gonadosomatic index and seasonal variations of plasma sex steroids in skipjack tuns (Katsuwonus pelamis) and yellowfin tuna (Thunnus albacares) from the western Indian ocean,null,null,10.1016/S0990-7440(01)01126-3,null
113,Peters,"Peters, Astheimer, Cockburn",BEHAV ECOL SOCIOBIOL,2001,"The annual testosterone profile in cooperatively breeding superb fairy-wrens, Malurus cyaneus, reflects their extreme infidelity",null,null,10.  1007/s002650100403,null
229,Boonstra,"Boonstra, Hubbs, Lacey, McColl",CAN J ZOOL,2001,Seasonal changes in glucocorticoid and testosterone concentrations in free-living arctic ground squirrels from the boreal forest of the Yukon,null,null,10.1139/cjz-79-1-49,null
385,Shelby-Walker,"Shelby-Walker, Ward, Mendonca",COMP BIOCHEM PHYS C,2001,Comparison of reproductive parameters in male yellow-blotched map turtles (Graptemys flavimaculata) from a historically contaminated site and a reference site,null,null,10.1016/S1532-0456(01)00200-9,null
380,Rostal,"Rostal, Grumbles, Palmer, Lance, Spotila, Paladino",GEN COMP ENDOCR,2001,Changes in gonadal and adrenal steroid levels in the leatherback sea turtle (Dermochelys oriacea) during the nesting cycle,null,null,10.1006/gcen.2001.7615,null
286,O'Reilly,"O'Reilly, Wingfield",GEN COMP ENDOCRINOL,2001,Ecological factors underlying the adrenocortical response to capture stress in Arctic breeding shorebirds,null,null,10.1006/gcen.2001.7676,null
562,Oliveira,"Oliveira, Canario, Grober, Serrão Santos",GEN COMP ENDOCRINOL,2001,"Endocrine correlates of male polymorphism and alternative reproductive tactics in the azorean rock pool blenny, Parablennius sanguinolentus parvicornis",null,null,10.1006/gcen.2001.7596,null
119,McDonald,"McDonald, Buttemer, Astheimer",HORM BEHAV,2001,"The influence of testosterone on territorial defense and parental behavior in male free-living rufous whistlers, Pachycephala rufiventris",null,null,10.1006/hbeh.2001.1644,null
127,Kahn,"Kahn, McNabb, Walters, Sharp",HORM BEHAV,2001,Patterns of testosterone and prolactin concentrations and reproductive behavior of helpers and breeders in the cooperatively breeding red-cockaded woodpecker (Picoides borealis),null,null,10.1006/hbeh.2001.1658,null
455,Emerson,"Emerson, Hess",HORM BEHAV,2001,"Glucocorticoids, androgens, testis mass, and the energetics of vocalization in breeding male frogs",null,null,10.1006/hbeh.2000.1635,null
598,Premdas,"Premdas, Metcalfe, Brown",J FISH BIOL,2001,"The effects of 17?-oestradiol, testosterone and tamoxifen on the development of papillomata in Catostomus commersoni",null,null,10.1111/j.1095-8649.2001.tb00171.x,null
340,Edwards,"Edwards, Jones",J HERPETOL,2001,"Changes in plasma testosterone, estrogen, and progesterone concentrations throughout the annual reproductive cycle in male viviparous blue-tongued skinks, Tiliqua nigrolutea, in Tasmania",null,null,10.2307/1566120,null
70,Breuner,"Breuner, Orchinik",J NEUROENDOCRINOL,2001,Seasonal regulation of membrane and intracellular corticosteroid receptors in the house sparrow brain,null,null,10.1046/j.1365-2826.2001.00646.x,null
593,Pankhurst,Pankhurst,MAR FRESHWATER RES,2001,Stress inhibition of reproductive endocrine processes in a natural population of the spiny damselfish Acanthochromis polyacanthus,null,null,10.1071/MF00089,null
376,Moore,"Moore, Mason",PHYSIOL BEHAV,2001,"Behavioral and hormonal responses to corticosterone in the male red-sided garter snake, Thamnophis sirtalis parietalis",null,null,10.1016/S0031-9384(01)00413-9,null
108,Duckworth,"Duckworth, Mendonca, Hill",PROC R SOC B,2001,A condition dependent link between testosterone and disease resistance in the house Žfinch,null,null,10.1098/rspb.2001.1827,null
212,Morato,"Morato, Conforti, Azevedo, Jacomo, Silveira, Sana, Nunes, Guimaraes, Barnabe",REPRODUCTION,2001,Comparative analyses of semen and endocrine characteristics of  free-living versus captive jaguars (Panthera onca),null,null,10.1530/reprod/122.5.745 ,null
450,Church,"Church, Okazaki",AMPHIBIA-REPTILIA,2002,"Seasonal variation of plasma testosterone titres in male redback salamanders, Plethodon cinereus",null,null,10.1163/156853802320877654 ,null
614,Cleary,"Cleary, Battaglene, Pankhurst",AQUACULTURE RES,2002,"Capture and handling stress affects the endocrine and ovulatory response to exogenous hormone treatment in snapper, Pagrus auratus (Bloch and Schneider)",null,null,10.1046/j.1365-2109.2002.00718.x,null
323,Alberts,"Alberts, Lemm, Perry, Morici, Phillips",BEHAV ECOL SOCIOBOL,2002,Temporary alteration of local social structure in a threatened population of Cuban iguanas (Cyclura nubila),null,null,10.1007/s00265-001-0445-z,null
88,Haldar,"Haldar, Kumari, Guchhait",BIOL RHYTHM RES,2002,"Seasonal adreno-cortical cycle of a nocturnal bird, Indian spotted owlet Athene brama: biochemical and morphological observations",null,null,10.1076/brhm.33.1.53.1323,null
292,Perfito,"Perfito, Shirato, Brown, Wingfield",CAN J ZOOL,2002,"Response to acute stress in the harlequin duck (Histrionicus histrionicus) during the breeding season and moult: relationships to gender, condition, and life-history stage",null,null,10.1139/z02-118,null
314,Washburn,"Washburn, Morris, Millspaugh, Faaborg, Schulz",CONDOR,2002,Using a commercially available radioimmunoassay to quantify corticosterone in avian plasma,null,null,10.1650/0010-5422(2002)104[0558:UACART]2.0.CO;2,null
535,Woodley,"Woodley, Moore",GEN COMP ENDOCRINOL,2002,Plasma corticosterone response to an acute stressor varies according to reproductive condition in female tree lizards (Urosaurus ornatus),null,null,10.1016/S0016-6480(02)00068-0,null
641,Bayunova,"Bayunova, Barannikova, Semenkova",J APPL ICHTHYOL,2002,Sturgeon stress reactions in aquaculture,null,null,10.1046/j.1439-0426.2002.00410.x,null
213,Place,"Place, Veloso, Visser, Kenagy",J EXP ZOOL,2002,Energy expenditure and testosterone in free-living male yellow-pine chipmunks ,null,null,10.1002/jez.10085,null
587,Hayashi,"Hayashi, Uchida, Kawamoto",J EXP ZOOL,2002,"Basic properties and annual changes of follicle-stimulating hormone receptors in the testis of horseshoe bats, Rhinolophus ferrumequinum",null,null,10.1002/jez.10012,null
604,Pankhurst,"Pankhurst, Peter",J FISH BIOL,2002,Changes in plasma levels of gonadal steroids and putative gonadotropin in association with spawning and brooding behaviour of male demoiselles,null,null,10.1111/j.1095-8649.2002.tb01572.x,null
71,Breuner,"Breuner, Orchinik, Hahn, Meddle, Moore, Owen-Ashley, Sperry, Wingfield",AM J PHILOLOGY,2003,Differential mechanisms for regulation of the stress response across latitudinal gradients,null,null,10.1152/ajpregu.00748.2002,null
92,Holberton,"Holberton, Wingfield",AUK,2003,Modulating the corticosterone stress response: a mechanism for balancing individual risk and reproductive success in Arctic-breeding sparrows?,null,null,10.1642/0004-8038(2003)120[1140:MTCSRA]2.0.CO;2,null
94,Ilmonen,"Ilmonen, Hasselquist, Langefors, Wiehn",BEHAV ECOL,2003,"Stress, immunocompetence and leukocyte profiles of pied flycatchers in relation to brood size manipulation",null,null,10. 1007/s00442-003- 1243-2,null
394,Watt,"Watt, Forster, Joss",BRAIN BEHAV EVOL,2003,"Steroid correlates of territorial behavior in male jacky dragons, Amphibolurus muricatus",null,null,10.1159/000070702,null
211,Handasyde,"Handasyde, McDonald, Evans ",COMP BIOCHEM PHYS A,2003,Plasma glucocorticoid concentrations in free-ranging platypuses (Ornithorhynchus anatinus): response to capture and patterns in relation to reproduction,null,null,10.1016/s1095-6433(03)00280-0 ,null
599,Solé,"Solé, Raldua, Piferrer, Barceló, Porte",COMP BIOCHEM PHYSIOL,2003,"Feminization of wild carp, Cyprinus carpio, in a polluted environment: plasma steroid hormones, gonadal morphology and xenobiotic metabolizing system",null,null,10.1016/S1532-0456(03)00192-3,null
285,O'Reilly,"O'Reilly, Wingfield",CONDOR,2003,"Seasonal, age, and sex differences in weight, fat reserves, and plasma corticosterone in western sandpipers",null,null,10.1650/0010-5422(2003)105[13:SAASDI]2.0.CO;2,null
579,Wikelski,"Wikelski, Hau, Robinson, Wingfield",CONDOR,2003,Reproductive seasonality of seven neotropical passerine species,null,null,10.1650/7251,null
399,Zaidan,"Zaidan, Kreider",COPEIA,2003,Testosterone cycles and reproductive energetics: implications for northern range limits of the cottonmouth (Agkistrodon piscivorus leucostoma),null,null,null,null
82,Eeva,"Eeva, Lehikoinen, Nikinmaa",ECOL APPL,2003,Pollution-induced nutritional stress in birds: an experimental study of direct and indirect effects,null,null,10.1890/01-5375,null
358,Lance,Lance,EXP GERONTOL,2003,Alligator physiology and life history: the importance of temperature,null,null,10.1016/S0531-5565(03)00112-8,null
337,Cree,"Cree, Tyrrell, Preest, Thorburn, Guillette",GEN COMP ENDOCR,2003,Protecting embryos from stress: corticosterone effects and the corticosterone response to capture and confinement during pregnancy in a live-bearing lizard (Hoplodactylus maculatus),null,null,10.1016/S0016-6480(03)00282-X,null
357,Lagarde,"Lagarde, Bonnet, Henen, Nagy, Corbin, Lacroix, Trouve",GEN COMP ENDOCR,2003,Plasma steroid and nutrient levels during the active season in wild Testudo horsfieldi,null,null,10.1016/S0016-6480(03)00245-4,null
154,Heath,"Heath, Frederick, Edwards,Guillette",GEN COMP ENDOCRINOL,2003,Reproductive physiology of free-living white ibises (Eudocimus albus) in the Florida Everglades,null,null,10.1016/S0016-6480(03)00155-2,null
291,Pereyra,"Pereyra, Wingfield",GEN COMP ENDOCRINOL,2003,Changes in plasma corticosterone and adrenocortical response to stress during the breeding cycle in high altitude flycatchers,null,null,10.1016/S0016-6480(02)00568-3,null
517,Homan,"Homan, Reed, Romero",GEN COMP ENDOCRINOL,2003,Corticosterone concentrations in free-living spotted salamanders (Ambystoma maculatum),null,null,null,null
69,Breuner,"Breuner, Hahn",HORM BEHAV,2003,"Integrating stress physiology, environmental change, and behavior in free-living sparrows",null,null,10.1016/S0018-506X(02)00020-X,null
163,Wiley,"Wiley, Goldizen",HORM BEHAV,2003,"Testosterone is correlated with courtship but not aggression in the tropical buff-banded rail, Gallirallus philippensis",null,null,10.1016/S0018-506X(03)00066-7,null
353,Knapp,"Knapp, Hews, Thompson, Ray, Moore",HORM BEHAV,2003,Environmental and endocrine correlates of tactic switching by nonterritorial male tree lizards (Urosaurus ornatus),null,null,10.1016/S0018-506X(02)00018-1,null
98,Lormee,"Lormee, Jouventin, Trouve, Chastel",IBIS,2003,Sex-specific patterns in baseline corticosterone and body condition changes in breeding red-footed boobies Sula sula,null,null,10.1046/j.1474-919X.2003.00106.x,null
100,Lynn,"Lynn, Hunt, Wingfield",PHYSIOL BIOCHEM ZOOL,2003,"Ecological factors affecting the adrenocortical response to stress in chestnut-collared and McCown's longspurs (Calcarius ornatus, Calcarius mccownii)",null,null,10.1086/375435,null
210,Goymann,"Goymann, East, Hofer",PHYSIOL BIOCHEM ZOOL,2003,"Defense of females, but not social status, predicts plasma androgen levels in male spotted hyenas",null,null,10.1086/375659 ,null
276,Meddle,"Meddle, Owen-Ashley, Richardson, Wingfield",PROC R SOC,2003,"Modulation of the hypothalamic-pituitary-adrenal axis of an Arctic-breeding polygynandrous songbird, the Smith's longspur, Calcarius pictus",null,null,10.1098/rspb.2003.2455,null
403,Goymann,"Goymann, Moore, Scheuerlein, Hirschenhauser, Grafen, Wingfield",AM ZOOL,2004,Testosterone in tropical birds: effects of environmental and social factors,null,null,null,null
401,Goymann,"Goymann, Wingfield",ANIM BEHAV,2004,"Competing females and caring males. Sex steroids in African black coucals, Centropus grillii",null,null,doi:10.1016/j.anbehav.2003.12.012,null
317,Wilson,"Wilson, Holberton",AUK,2004,Individual risk versus immediate reproductive success: a basis for latitudinal differences in the adrenocortical response to stress in yellow warblers (Dendroica petechia),null,null,10.1642/0004-8038(2004)121[1238:IRVIRS]2.0.CO;2,null
469,Leary,"Leary, Jessop, Garcia, Knapp",BEHAV ECOL,2004,Steroid hormone profiles and relative body condition of calling and satellite toads: implications for proximate regulation of behavior in anurans,null,null,10.1093/beheco/arh015,null
309,Van Duyse,"Van Duyse, Pinxten, Darras, Arckens, Eens",BEHAVIOR,2004,Opposite changes in plasma testosterone and corticosterone levels following a simulated territorial challenge in male great tits,null,null,10.1163/156853904323066739,null
452,Cooperman,"Cooperman, Reed, Romero",CAN J ZOOL,2004,"The effects of terrestrial and breeding densities on corticosterone and testosterone levels in spotted salamanders, Ambystoma maculatum",null,null,10.1139/Z04-150,null
350,Jones,"Jones, Bell",COMP BIOCHEM PHYS A,2004,"Plasma corticosterone concentrations in males of the skink Egernia whitii during acute and chronic confinement, and over a diel period",null,null,10.1016/S1095-6433(03)00267-8,null
313,Walker,"Walker, Boersma, Wingfield",CONDOR,2004,Physiological condition in Magellanic penguins: does it matter if you have to walk a long way to your nest?,null,null,10.1650/7495,null
566,Fentress,"Fentress, Steele, Bart, Cheek",ENVIR HEALTH PERSP,2004,Reproductive disruption in wild longear sunfish (Lepomis megalotis) exposed to kraft mill effluent,null,null,10.1289/ehp.8130,null
389,Taylor,"Taylor, Denardo, Jennings",GEN COMP ENDOCR,2004,"Seasonal steroid hormone levels and their relation to reproduction in the western diamond-backed rattlesnake, Crotalus atrox (Serpentes: Viperidae)",null,null,10.1016/j.ygcen.2004.01.008,null
