Group,HostReportedName,HostCorrectedName,HostOrder,HostFamily,HostEnvironment,ParasiteReportedName,ParasiteCorrectedName,HasBinomialName,ParType,ParPhylum,ParClass,Citation,LocationName,Longitude,Latitude,PopulationType,SamplingBasis,SampleNotes,Prevalence,HostsSampled,HostSex,HostAge,Intensity,IntensityMeasure,NativeRange,NumSamples,SamplingType
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Ehrlichia phagocytophila,Anaplasma phagocytophilum,yes,Bacteria,Proteobacteria,Alphaproteobacteria,Jenkins et al 2001,"Marka, Porsgrunn, Norway",9.8,59.13,WN,NA,"organs-brain, spinal cord, skeletal muscles, lungs, heart, liver, kidneys, adrenal glands, spleen, a",1,1,NA,NA,NA,NA,Yes,1,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Ehrlichia phagocytophila,Anaplasma phagocytophilum,yes,Bacteria,Proteobacteria,Alphaproteobacteria,Jenkins et al 2001,"Marka, Porsgrunn, Norway",9.8,59.13,WN,NA,"organs-brain, spinal cord, skeletal muscles, lungs, heart, liver, kidneys, adrenal glands, spleen, a",1,1,Female,NA,NA,NA,Yes,1,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Ehrlichia phagocytophila,Anaplasma phagocytophilum,yes,Bacteria,Proteobacteria,Alphaproteobacteria,Jenkins et al 2001,"Marka, Porsgrunn, Norway",9.8,59.13,WN,NA,"organs-brain, spinal cord, skeletal muscles, lungs, heart, liver, kidneys, adrenal glands, spleen, a",1,1,NA,Juvenile,NA,NA,Yes,1,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Ehrlichia equi,Anaplasma phagocytophilum,yes,Bacteria,Proteobacteria,Alphaproteobacteria,Stuen et al 2002,"Buskerud County, NORWAY",9.08,60.51,WN,NA,blood,0.2,20,NA,NA,NA,NA,Yes,20,Serology
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Ehrlichia equi,Anaplasma phagocytophilum,yes,Bacteria,Proteobacteria,Alphaproteobacteria,Stuen et al 2002,"More og Romsdal, Norway",7.66,62.6,WN,NA,blood,0.15,27,NA,NA,NA,NA,Yes,27,Serology
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Ehrlichia equi,Anaplasma phagocytophilum,yes,Bacteria,Proteobacteria,Alphaproteobacteria,Stuen et al 2002,"Telemark county, Norway",9.03,59.46,WN,NA,blood,0.76,37,NA,NA,NA,NA,Yes,37,Serology
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Ehrlichia equi,Anaplasma phagocytophilum,yes,Bacteria,Proteobacteria,Alphaproteobacteria,Stuen et al 2002b,Norway,8.47,60.47,WO,Animals,Immunofluorescence antibody assay,0.43,104,NA,Adult,NA,NA,Yes,104,Serology
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Bacillus anthracis,Bacillus anthracis,yes,Bacteria,Firmicutes,Bacilli,Gates et al 1995,west of Great Slave Lake in the Northwest territories,115.09,61.45,WN,NA,"organs-ear; blood, anal and nasal swabs, sabs fomr incision made into edematous skin tissue",1,1,NA,NA,NA,NA,Yes,1,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Brucella suis biovar 4,Brucella suis,yes,Bacteria,Proteobacteria,Alphaproteobacteria,Edmonds et al 1999,"Colville River and associated drainages (near Umiat, North Slope Borough, Alaska)",-152.14,69.37,WN,NA,blood,NA,NA,NA,NA,NA,NA,Yes,NA,Serology
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Brucella suis biovar 4,Brucella suis,yes,Bacteria,Proteobacteria,Alphaproteobacteria,Honour and Hickling 1993,"Artic Red river, Canada",-133.71,67.45,WN,NA,organs-forelimbs,1,1,Female,NA,NA,NA,Yes,1,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Brucella suis biovar 4,Brucella suis,yes,Bacteria,Proteobacteria,Alphaproteobacteria,Honour and Hickling 1993,"Artic Red river, Canada",-133.71,67.45,WN,NA,organs-forelimbs,1,1,NA,NA,NA,NA,Yes,1,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Bunostomum trigonocephalum,Bunostomum trigonocephalum,yes,Helminth,Nematoda,Secernentea,Shimalov and Shimalov 2003a,Belarus,27.95,53.71,WO,Samples,Dissection and organ compression,0.278,18,NA,NA,NA,NA,Yes,18,DirectOther
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Cryptosporidium parvum,Cryptosporidium parvum,yes,Protozoa,Apicomplexa,Coccidia,Dubrovsky et al 1994,Russian forests,NA,NA,WN,NA,feces,NA,NA,NA,NA,NA,NA,Yes,NA,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Cryptosporidium parvum,Cryptosporidium parvum,yes,Protozoa,Apicomplexa,Coccidia,Hamnes et al 2006,"Vestfold, Norway",10.13,59.32,WN,Animals,sucrose flotation method,0.061,49,NA,NA,NA,NA,Yes,49,DirectFecal
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Cryptosporidium parvum,Cryptosporidium parvum,yes,Protozoa,Apicomplexa,Coccidia,Hamnes et al 2006,"Telemark, Norway",8.53,59.52,WN,Animals,sucrose flotation method,0.043,47,NA,NA,NA,NA,Yes,47,DirectFecal
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Cryptosporidium parvum,Cryptosporidium parvum,yes,Protozoa,Apicomplexa,Coccidia,Hamnes et al 2006,"Aust-Agder, Norway",8.08,58.67,WN,Animals,sucrose flotation method,0.053,38,NA,NA,NA,NA,Yes,38,DirectFecal
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Cryptosporidium parvum,Cryptosporidium parvum,yes,Protozoa,Apicomplexa,Coccidia,Hamnes et al 2006,"Nordland County, NORWAY",14.74,66.92,WN,Animals,sucrose flotation method,0.02,50,NA,NA,NA,NA,Yes,50,DirectFecal
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Cryptosporidium parvum,Cryptosporidium parvum,yes,Protozoa,Apicomplexa,Coccidia,Hamnes et al 2006,"Sor-Trondelag, Noway",10.39,63.12,WN,Animals,sucrose flotation method,0.05,60,NA,NA,NA,NA,Yes,60,DirectFecal
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Cryptosporidium parvum,Cryptosporidium parvum,yes,Protozoa,Apicomplexa,Coccidia,Hamnes et al 2006,"Vest-Agder, Norway",7.18,58.48,WN,Animals,sucrose flotation method,0.027,35,NA,NA,NA,NA,Yes,35,DirectFecal
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Cryptosporidium parvum,Cryptosporidium parvum,yes,Protozoa,Apicomplexa,Coccidia,Hamnes et al 2006,"Hedmark, Norway",11.41,61.45,WN,Animals,sucrose flotation method,0.024,82,NA,NA,NA,NA,Yes,82,DirectFecal
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Dermacentor albipictus,Dermacentor albipictus,yes,Arthropod,Arthropoda,Arachnida,Campbell et al 1994,"Algonquin Park, Ontario",-78.6,45.55,WN,NA,"organs-heart, lung, liver, kidney, peripheral lymph nodes",0.5,4,NA,Adult,NA,NA,Yes,2,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Dermacentor albipictus,Dermacentor albipictus,yes,Arthropod,Arthropoda,Arachnida,Campbell et al 1994,"Algonquin Park, Ontario",-78.6,45.55,WN,NA,"organs-heart, lung, liver, kidney, peripheral lymph nodes",0.75,4,NA,NA,NA,NA,Yes,4,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Dermacentor albipictus,Dermacentor albipictus,yes,Arthropod,Arthropoda,Arachnida,Campbell et al 1994,"Algonquin Park, Ontario",-78.6,45.55,WN,NA,"organs-heart, lung, liver, kidney, peripheral lymph nodes",0.75,4,Male,NA,NA,NA,Yes,4,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Dermacentor albipictus,Dermacentor albipictus,yes,Arthropod,Arthropoda,Arachnida,Campbell et al 1994,"Algonquin Park, Ontario",-78.6,45.55,WN,NA,"organs-heart, lung, liver, kidney, peripheral lymph nodes",1,4,NA,Juvenile,NA,NA,Yes,2,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Dermacentor albipictus,Dermacentor albipictus,yes,Arthropod,Arthropoda,Arachnida,Delgiudice et al 1997,"Isle Royale, Houghton Michigan",-88.91,48,WN,NA,observation of tick-induced hair damage during aerial surveys of moose,0.06,342,NA,NA,NA,NA,Yes,342,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Dermacentor albipictus,Dermacentor albipictus,yes,Arthropod,Arthropoda,Arachnida,Delgiudice et al 1997,"Isle Royale, Houghton Michigan",-88.91,48,WN,NA,organs-hides,1,2,NA,NA,NA,NA,Yes,2,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Dermacentor albipictus,Dermacentor albipictus,yes,Arthropod,Arthropoda,Arachnida,Delgiudice et al 1997,"Isle Royale, Houghton Michigan",-88.91,48,WN,NA,observation of tick-induced hair damage during aerial surveys of moose,0.13,260,NA,NA,NA,NA,Yes,260,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Dermacentor albipictus,Dermacentor albipictus,yes,Arthropod,Arthropoda,Arachnida,Delgiudice et al 1997,"Isle Royale, Houghton Michigan",-88.91,48,WN,NA,organs-hides,1,2,Female,NA,NA,NA,Yes,2,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Dermacentor albipictus,Dermacentor albipictus,yes,Arthropod,Arthropoda,Arachnida,Delgiudice et al 1997,"Isle Royale, Houghton Michigan",-88.91,48,WN,NA,observation of tick-induced hair damage during aerial surveys of moose,0.15,268,NA,NA,NA,NA,Yes,268,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Dermacentor albipictus,Dermacentor albipictus,yes,Arthropod,Arthropoda,Arachnida,Delgiudice et al 1997,"Isle Royale, Houghton Michigan",-88.91,48,WN,NA,observation of tick-induced hair damage during aerial surveys of moose,0.16,223,NA,NA,NA,NA,Yes,223,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Dermacentor albipictus,Dermacentor albipictus,yes,Arthropod,Arthropoda,Arachnida,Delgiudice et al 1997,"Isle Royale, Houghton Michigan",-88.91,48,WN,NA,observation of tick-induced hair damage during aerial surveys of moose,0.06,254,NA,NA,NA,NA,Yes,254,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Dermacentor albipictus,Dermacentor albipictus,yes,Arthropod,Arthropoda,Arachnida,Delgiudice et al 1997,"Isle Royale, Houghton Michigan",-88.91,48,WN,NA,observation of tick-induced hair damage during aerial surveys of moose,0.32,182,NA,NA,NA,NA,Yes,182,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Dermacentor albipictus,Dermacentor albipictus,yes,Arthropod,Arthropoda,Arachnida,Delgiudice et al 1997,"Isle Royale, Houghton Michigan",-88.91,48,WN,NA,organs-hides,1,2,NA,Adult,NA,NA,Yes,1,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Dermacentor albipictus,Dermacentor albipictus,yes,Arthropod,Arthropoda,Arachnida,Delgiudice et al 1997,"Isle Royale, Houghton Michigan",-88.91,48,WN,NA,organs-hides,1,2,NA,Juvenile,NA,NA,Yes,1,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Dermacentor albipictus,Dermacentor albipictus,yes,Arthropod,Arthropoda,Arachnida,Hoeve et al 1988,"Larose Forest, eastern Ontario",-75.17,45.37,WN,NA,organs- hide,1,24,NA,NA,NA,NA,Yes,24,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Dermacentor albipictus,Dermacentor albipictus,yes,Arthropod,Arthropoda,Arachnida,Mooring and Samuel 1999,"Elk Island National Park, Canada",-112.84,53.58,WN,NA,observation,NA,211,NA,NA,NA,NA,Yes,211,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Dermacentor albipictus,Dermacentor albipictus,yes,Arthropod,Arthropoda,Arachnida,Welch et al 1991,"Elk Island National Park, Canada",-112.84,53.58,WN,NA,hides,NA,13,NA,NA,NA,NA,Yes,13,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Dictyocaulus capreolus,Dictyocaulus capreolus,yes,Helminth,Nematoda,Secernentea,Divina et al. 2002,Sweden,18.64,60.13,WN,Animals,NA,0.106,136,NA,NA,NA,NA,Yes,136,PCR
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Dictyocaulus capreolus n. sp.,Dictyocaulus capreolus,yes,Helminth,Nematoda,Secernentea,Gibbons and Hoglund 2002,Sweden,18.64,60.13,WN,Animals,Hunter gathered lungs-PCR,NA,NA,NA,NA,NA,NA,Yes,NA,PCR
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Dictyocaulus capreolus,Dictyocaulus capreolus,yes,Helminth,Nematoda,Secernentea,Gibbons and Hoglund 2002,south and central Sweden,18.64,60.13,WN,NA,organs-lungs,NA,NA,NA,NA,NA,NA,Yes,NA,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Dictyocaulus eckerti,Dictyocaulus eckerti,yes,Helminth,Nematoda,Secernentea,Divina et al. 2002,Sweden,18.64,60.13,WN,Animals,NA,0.007,136,NA,NA,NA,NA,Yes,136,PCR
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Dictyocaulus eckerti,Dictyocaulus eckerti,yes,Helminth,Nematoda,Secernentea,Gibbons and Hoglund 2002,Sweden,18.64,60.13,WN,Animals,Hunter gathered lungs-PCR,NA,NA,NA,NA,NA,NA,Yes,NA,PCR
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Dictyocaulus eckerti,Dictyocaulus eckerti,yes,Helminth,Nematoda,Secernentea,Shimalov and Shimalov 2003a,Belarus,27.95,53.71,WO,Samples,Dissection and organ compression,0.222,18,NA,NA,NA,NA,Yes,18,DirectOther
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Dictyocaulus viviparus,Dictyocaulus viviparus,yes,Helminth,Nematoda,Secernentea,Gavier-Widen et al 1995,Sweden,18.64,60.13,WN,NA,organs,NA,900,NA,NA,NA,NA,Yes,900,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Dictyocaulus viviparus,Dictyocaulus viviparus,yes,Helminth,Nematoda,Secernentea,Hoeve et al 1988,"Larose Forest, eastern Ontario",-75.17,45.37,WN,NA,"organs-heart, lungs, liver, spleen, kidneys, stomach, large and small intestine",0.15,13,NA,NA,NA,NA,Yes,13,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Dictyocaulus viviparus,Dictyocaulus viviparus,yes,Helminth,Nematoda,Secernentea,Pybus 1990,"throughout Alberta province in Canada,Saskatchewan in the Cypress Hills area, Camp Wainwright",-116.58,53.93,WN,NA,organs-liver and often lungs,0.14,50,NA,NA,NA,NA,Yes,50,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Echinococcus granulosus,Echinococcus granulosus,yes,Helminth,Platyhelminthes,Cestoda,Joly and Messier 2004,"South-Western Quebec, Canada",-73.55,52.94,WN,Animals,Lung,0.48,213,NA,NA,NA,NA,Yes,213,DirectOther
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Echinococcus granulosus,Echinococcus granulosus,yes,Helminth,Platyhelminthes,Cestoda,McNeill and Rau 1987,Rouge-Matawin and LaVerendrye Provincial Game Reseres in southwestern Quebec,-76.32,47.02,WN,NA,organs-lungs,0.44,580,NA,NA,NA,NA,Yes,580,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Echinococcus granulosus,Echinococcus granulosus,yes,Helminth,Platyhelminthes,Cestoda,Moks et al 2008,Estonia,25.01,58.6,WO,Animals,Parasitological examinations of the carcass,0.008,2038,All,All,NA,NA,Yes,2038,DirectOther
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Echinococcus granulosus,Echinococcus granulosus,yes,Helminth,Platyhelminthes,Cestoda,Pybus 1990,"throughout Alberta province in Canada,Saskatchewan in the Cypress Hills area, Camp Wainwright",-116.58,53.93,WN,NA,organs-liver and often lungs,0.72,51,NA,NA,NA,NA,Yes,51,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Echinococcus granulosus,Echinococcus granulosus,yes,Helminth,Platyhelminthes,Cestoda,Shimalov and Shimalov 2003a,Belarus,27.95,53.71,WO,Samples,Dissection and organ compression,0.167,18,NA,NA,NA,NA,Yes,18,DirectOther
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Elaphostrongylus alces,Elaphostrongylus alces,yes,Helminth,Nematoda,Secernentea,Gavier-Widen et al 1995,Sweden,18.64,60.13,WN,NA,organs,NA,900,NA,NA,NA,NA,Yes,900,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Elaphostrongylus alces,Elaphostrongylus alces,yes,Helminth,Nematoda,Secernentea,Handeland and Gibbons 2001,"municipalities of Fredrikstad, Oslo, Hurum, Nittedal, Ski, Baerum, and Eidsvoll, southeastern Norway",10.93,59.22,WN,NA,"organs-head, eviscerated carcass, lungs, and kidneys",0.85,14,NA,Juvenile,NA,NA,Yes,14,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Elaphostrongylus alces,Elaphostrongylus alces,yes,Helminth,Nematoda,Secernentea,Handeland and Gibbons 2001,"municipalities of Fredrikstad, Oslo, Hurum, Nittedal, Ski, Baerum, and Eidsvoll, southeastern Norway",10.93,59.22,WN,NA,"organs-head, eviscerated carcass, lungs, and kidneys",0.85,14,Female,NA,NA,NA,Yes,7,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Elaphostrongylus alces,Elaphostrongylus alces,yes,Helminth,Nematoda,Secernentea,Handeland and Gibbons 2001,"municipalities of Fredrikstad, Oslo, Hurum, Nittedal, Ski, Baerum, and Eidsvoll, southeastern Norway",10.93,59.22,WN,NA,"organs-head, eviscerated carcass, lungs, and kidneys",0.85,14,NA,NA,NA,NA,Yes,14,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Elaphostrongylus alces,Elaphostrongylus alces,yes,Helminth,Nematoda,Secernentea,Handeland and Gibbons 2001,"municipalities of Fredrikstad, Oslo, Hurum, Nittedal, Ski, Baerum, and Eidsvoll, southeastern Norway",10.93,59.22,WN,NA,"organs-head, eviscerated carcass, lungs, and kidneys",0.85,14,Male,NA,NA,NA,Yes,7,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Elaphostrongylus alces,Elaphostrongylus alces,yes,Helminth,Nematoda,Secernentea,Lankester et al 1998,"Island of Uto, Stockholm archipelago, Sweden",18.21,59.08,WN,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Elaphostrongylus alces,Elaphostrongylus alces,yes,Helminth,Nematoda,Secernentea,Steen et al 1989,Sweden,18.64,60.13,WN,NA,organs-spinal cord,NA,NA,NA,NA,NA,NA,Yes,NA,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Elaphostrongylus alces,Elaphostrongylus alces,yes,Helminth,Nematoda,Secernentea,Steen et al 2005,Sweden,18.64,60.13,WO,Animals,NA,0.182,724,All,All,NA,NA,Yes,724,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Elaphostrongylus cervi,Elaphostrongylus cervi,yes,Helminth,Nematoda,Secernentea,Stuve 1986,"Southern Norway: Ostfold, Akershus, Hedmark, Oppland, Buskerud, Vestfold, Telemark, Aust-Agder, Vest",8.47,60.47,WN,NA,"organs- lungs, colon, rectum; feces",0.4,1982,Male,NA,NA,NA,Yes,1139,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Elaphostrongylus cervi,Elaphostrongylus cervi,yes,Helminth,Nematoda,Secernentea,Stuve 1986,"Southern Norway: Ostfold, Akershus, Hedmark, Oppland, Buskerud, Vestfold, Telemark, Aust-Agder, Vest",8.47,60.47,WN,NA,"organs- lungs, colon, rectum; feces",0.27,1982,Female,NA,NA,NA,Yes,713,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Elaphostrongylus cervi,Elaphostrongylus cervi,yes,Helminth,Nematoda,Secernentea,Stuve 1986,"Southern Norway: Ostfold, Akershus, Hedmark, Oppland, Buskerud, Vestfold, Telemark, Aust-Agder, Vest",8.47,60.47,WN,NA,"organs- lungs, colon, rectum; feces",0.53,1982,NA,Juvenile,NA,NA,Yes,791,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Elaphostrongylus cervi,Elaphostrongylus cervi,yes,Helminth,Nematoda,Secernentea,Stuve 1986,"Southern Norway: Ostfold, Akershus, Hedmark, Oppland, Buskerud, Vestfold, Telemark, Aust-Agder, Vest",8.47,60.47,WN,NA,"organs- lungs, colon, rectum; feces",0.35,1982,NA,NA,NA,NA,Yes,1982,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Elaphostrongylus cervi,Elaphostrongylus cervi,yes,Helminth,Nematoda,Secernentea,Stuve 1986,"Southern Norway: Ostfold, Akershus, Hedmark, Oppland, Buskerud, Vestfold, Telemark, Aust-Agder, Vest",8.47,60.47,WN,NA,"organs- lungs, colon, rectum; feces",0.19,1982,NA,Adult,NA,NA,Yes,162,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Elaphostrongylus cervi,Elaphostrongylus cervi,yes,Helminth,Nematoda,Secernentea,Stuve 1987,"Kongsvinger, Amot and Gjovik counties, Southern Norway",8.47,60.22,WN,NA,"organs- (head, carcass, lungs faeces-1 animal) (vertebral column, lungs and feces-42 animals)(spinal",0.88,25,NA,NA,NA,NA,Yes,25,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Elaphostrongylus cervi,Elaphostrongylus cervi,yes,Helminth,Nematoda,Secernentea,Stuve 1987,"Kongsvinger, Amot and Gjovik counties, Southern Norway",8.47,60.22,WN,NA,"organs- (head, carcass, lungs faeces-1 animal) (vertebral column, lungs and feces-42 animals)(spinal",0.83,29,NA,Juvenile,NA,NA,Yes,29,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Elaphostrongylus cervi,Elaphostrongylus cervi,yes,Helminth,Nematoda,Secernentea,Stuve 1987,"Kongsvinger, Amot and Gjovik counties, Southern Norway",8.47,60.22,WN,NA,"organs- (head, carcass, lungs faeces-1 animal) (vertebral column, lungs and feces-42 animals)(spinal",0.88,25,NA,Juvenile,NA,NA,Yes,25,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Elaphostrongylus cervi,Elaphostrongylus cervi,yes,Helminth,Nematoda,Secernentea,Stuve 1987,"Kongsvinger and Gjovik counties, Norway",8.47,60.22,WN,NA,"organs- (head, carcass, lungs faeces-1 animal) (vertebral column, lungs and feces-42 animals)(spinal",0.57,14,NA,Juvenile,NA,NA,Yes,14,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Elaphostrongylus cervi,Elaphostrongylus cervi,yes,Helminth,Nematoda,Secernentea,Stuve 1987,"Kongsvinger, Amot and Gjovik counties, Southern Norway",8.47,60.22,WN,NA,"organs- (head, carcass, lungs faeces-1 animal) (vertebral column, lungs and feces-42 animals)(spinal",0.83,29,NA,NA,NA,NA,Yes,29,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Elaphostrongylus cervi,Elaphostrongylus cervi,yes,Helminth,Nematoda,Secernentea,Stuve 1987,"Kongsvinger and Gjovik counties, Norway",8.47,60.22,WN,NA,"organs- (head, carcass, lungs faeces-1 animal) (vertebral column, lungs and feces-42 animals)(spinal",0.57,14,NA,NA,NA,NA,Yes,14,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Elaphostrongylus rangiferi,Elaphostrongylus rangiferi,yes,Helminth,Nematoda,Secernentea,Handeland 2002,"Telemark, Norway",8.53,59.52,WN,Animals,necropsy,1,1,Male,Adult,NA,NA,Yes,1,Other
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Elaphostrongylus rangiferi,Elaphostrongylus rangiferi,yes,Helminth,Nematoda,Secernentea,Lankester and Fong 1998,"Middle Ridge Caribou Herd , Gaff Topsails Herd , Newfoundland",-56,48,WN,NA,organs- fascia and surface of muscles beneath shoulders and faeces,0.57,8,NA,Adult,NA,NA,Yes,7,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Elaphostrongylus rangiferi,Elaphostrongylus rangiferi,yes,Helminth,Nematoda,Secernentea,Lankester and Fong 1998,"Middle Ridge Caribou Herd , Gaff Topsails Herd , Newfoundland",-56,48,WN,NA,organs- fascia and surface of muscles beneath shoulders and faeces,0.57,8,NA,NA,NA,NA,Yes,7,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Erysipelothrix rhusiopathiae,Erysipelothrix rhusiopathiae,yes,Bacteria,Firmicutes,Erysipelotrichia,Campbell et al 1994,"Algonquin Park, Ontario",-78.6,45.55,WN,NA,"organs-heart, lung, liver, kidney, peripheral lymph nodes",1,4,Male,NA,NA,NA,Yes,4,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Erysipelothrix rhusiopathiae,Erysipelothrix rhusiopathiae,yes,Bacteria,Firmicutes,Erysipelotrichia,Campbell et al 1994,"Algonquin Park, Ontario",-78.6,45.55,WN,NA,"organs-heart, lung, liver, kidney, peripheral lymph nodes",1,4,NA,Adult,NA,NA,Yes,2,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Erysipelothrix rhusiopathiae,Erysipelothrix rhusiopathiae,yes,Bacteria,Firmicutes,Erysipelotrichia,Campbell et al 1994,"Algonquin Park, Ontario",-78.6,45.55,WN,NA,"organs-heart, lung, liver, kidney, peripheral lymph nodes",1,4,NA,NA,NA,NA,Yes,4,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Erysipelothrix rhusiopathiae,Erysipelothrix rhusiopathiae,yes,Bacteria,Firmicutes,Erysipelotrichia,Campbell et al 1994,"Algonquin Park, Ontario",-78.6,45.55,WN,NA,"organs-heart, lung, liver, kidney, peripheral lymph nodes",1,4,NA,Juvenile,NA,NA,Yes,2,NA
ungulates,Alces alces,Alces alces,Artiodactyla,Cervidae,terrestrial,Escherichia coli,Escherichia coli,yes,Bacteria,Proteobacteria,Gammaproteobacteria,Kemper et al 2004,Norway,8.47,60.47,WN,Animals,NA,0.681,72,NA,NA,NA,NA,Yes,72,DirectFecal
