Group,HostReportedName,HostCorrectedName,HostOrder,HostFamily,HostEnvironment,ParasiteReportedName,ParasiteCorrectedName,HasBinomialName,ParType,ParPhylum,ParClass,Citation,LocationName,Longitude,Latitude,PopulationType,SamplingBasis,SampleNotes,Prevalence,HostsSampled,HostSex,HostAge,Intensity,IntensityMeasure,NativeRange,NumSamples,SamplingType
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Mazamastrongylus odocoilei,Mazamastrongylus odocoilei,yes,Helminth,Nematoda,Secernentea,Xiao and Gibbs1991,"Greenville, Maine",-69.23,45.38,WN,NA,organs-abomasa,1,35,NA,NA,NA,NA,Yes,35,NA
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Monodontus louisianensis,Monodontus louisianensis,yes,Helminth,Nematoda,Secernentea,Tall Timbers 1992,"Blackbeard Island, Georgia",-81.2,31.52,WN,NA,organs-small intestine,0.3,73,NA,NA,NA,NA,Yes,10,NA
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Mycobacterium paratuberculosis,Mycobacterium avium,yes,Bacteria,Actinobacteria,Actinobacteria,Shulaw et al 1986,Ohio: 13 counties,-82.91,40.42,WN,NA,blood,0.01,954,Female,NA,NA,NA,Yes,422,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Mycobacterium paratuberculosis,Mycobacterium avium,yes,Bacteria,Actinobacteria,Actinobacteria,Shulaw et al 1986,Ohio: 13 counties,-82.91,40.42,WN,NA,blood,0.03,954,NA,Adult,NA,NA,Yes,622,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Mycobacterium paratuberculosis,Mycobacterium avium,yes,Bacteria,Actinobacteria,Actinobacteria,Shulaw et al 1986,Ohio: 13 counties,-82.91,40.42,WN,NA,blood,0.00318,954,NA,Juvenile,NA,NA,Yes,314,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Mycobacterium paratuberculosis,Mycobacterium avium,yes,Bacteria,Actinobacteria,Actinobacteria,Shulaw et al 1986,Ohio: 13 counties,-82.91,40.42,WN,NA,blood,0.02,954,NA,NA,NA,NA,Yes,954,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Mycobacterium bovis,Mycobacterium bovis,yes,Bacteria,Actinobacteria,Actinobacteria,Lyashchenko et al 2008,"Michigan state, USA",-85.74,44.88,WN,Samples,Rapid antibody detection assay,NA,434,All,All,NA,NA,Yes,434,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Mycobacterium bovis,Mycobacterium bovis,yes,Bacteria,Actinobacteria,Actinobacteria,O'Brien et al 2001,"Michigan state, USA",-85.74,44.88,WN,NA,"organs-heads, extracranial tissues",0.00297,19500,NA,NA,NA,NA,Yes,19500,NA
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Mycobacterium bovis,Mycobacterium bovis,yes,Bacteria,Actinobacteria,Actinobacteria,O'Brien et al 2002,"Michigan state, USA",-85.74,44.88,WN,NA,"organs-cranial lymph nodes (submandibular, parotid, and medial retropharyngeal)",0.00598,62650,Male,NA,NA,NA,Yes,33276,NA
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Mycobacterium bovis,Mycobacterium bovis,yes,Bacteria,Actinobacteria,Actinobacteria,O'Brien et al 2002,"Michigan state, USA",-85.74,44.88,WN,NA,"organs-cranial lymph nodes (submandibular, parotid, and medial retropharyngeal)",0.00436,62650,Female,NA,NA,NA,Yes,28919,NA
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Mycobacterium bovis,Mycobacterium bovis,yes,Bacteria,Actinobacteria,Actinobacteria,O'Brien et al 2002,"Michigan state, USA",-85.74,44.88,WN,NA,"organs-cranial lymph nodes (submandibular, parotid, and medial retropharyngeal)",0.00875,62650,NA,Adult,NA,NA,Yes,29821,NA
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Mycobacterium bovis,Mycobacterium bovis,yes,Bacteria,Actinobacteria,Actinobacteria,O'Brien et al 2002,"Michigan state, USA",-85.74,44.88,WN,NA,"organs-cranial lymph nodes (submandibular, parotid, and medial retropharyngeal)",0.00198,62650,NA,Juvenile,NA,NA,Yes,32374,NA
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Mycobacterium bovis,Mycobacterium bovis,yes,Bacteria,Actinobacteria,Actinobacteria,O'Brien et al 2002,"Michigan state, USA",-85.74,44.88,WN,NA,"organs-cranial lymph nodes (submandibular, parotid, and medial retropharyngeal)",0.00536,62650,NA,NA,NA,NA,Yes,62650,NA
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Mycobacterium bovis,Mycobacterium bovis,yes,Bacteria,Actinobacteria,Actinobacteria,Schmitt et al 1997,"Alpena County, Michigan",-83.54,45.03,WN,NA,"organs-lungs, heads",0.05,342,Male,NA,NA,NA,Yes,198,NA
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Mycobacterium bovis,Mycobacterium bovis,yes,Bacteria,Actinobacteria,Actinobacteria,Schmitt et al 1997,"Alpena County, Michigan",-83.54,45.03,WN,NA,"organs-lungs, heads",0.03,342,NA,NA,NA,NA,Yes,342,NA
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Mycobacterium bovis,Mycobacterium bovis,yes,Bacteria,Actinobacteria,Actinobacteria,Schmitt et al 1997,"Alpena County, Michigan",-83.54,45.03,WN,NA,"organs-lungs, heads",0.02,342,Female,NA,NA,NA,Yes,132,NA
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Nematodirus odocoilei,Nematodirus odocoilei,yes,Helminth,Nematoda,Secernentea,Davidson et al 1985,"Lakes, Lyon and Trigg Counties, Kentucky",-87.97,36.88,WN,NA,necropsy,0.2,5,NA,NA,NA,NA,Yes,5,NA
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Nematodirus odocoilei,Nematodirus odocoilei,yes,Helminth,Nematoda,Secernentea,Davidson et al 1985,"Lakes, Lyon and Trigg Counties, Kentucky",-87.97,36.88,WN,NA,necropsy,0.2,5,NA,Adult,NA,NA,Yes,5,NA
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Neospora caninum,Neospora caninum,yes,Protozoa,Apicomplexa,Coccidia,Anderson et al 2007,"Ste. Genevieve County, Missouri",-90.2,37.9,WN,Animals,NA,0.48,23,NA,NA,NA,NA,Yes,23,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Neospora caninum,Neospora caninum,yes,Protozoa,Apicomplexa,Coccidia,Anderson et al 2007,"Sauk City, Wisconsin",-89.72,43.27,WN,Animals,NA,0.2,147,NA,NA,NA,NA,Yes,147,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Neospora caninum,Neospora caninum,yes,Protozoa,Apicomplexa,Coccidia,Dubey et al 1999b,northeastern Illinois- 16 different preserves,-88.68,41.19,WN,NA,blood,0.4,400,NA,NA,NA,NA,Yes,400,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Neospora caninum,Neospora caninum,yes,Protozoa,Apicomplexa,Coccidia,Lindsay et al 2002,"Missouri, USA",-91.83,37.96,WN,NA,blood,0.55,22,NA,NA,NA,NA,Yes,22,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Neospora caninum,Neospora caninum,yes,Protozoa,Apicomplexa,Coccidia,Lindsay et al 2002,"Florida, USA",-81.52,27.66,WN,NA,blood,0.29,21,NA,NA,NA,NA,Yes,21,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Neospora caninum,Neospora caninum,yes,Protozoa,Apicomplexa,Coccidia,Lindsay et al 2002,"Georgia, USA",-82.9,32.17,WN,NA,blood,0.33,61,NA,NA,NA,NA,Yes,61,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Neospora caninum,Neospora caninum,yes,Protozoa,Apicomplexa,Coccidia,Lindsay et al 2002,"Arkansas, USA",-91.83,35.2,WN,NA,blood,0.71,14,NA,NA,NA,NA,Yes,14,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Neospora caninum,Neospora caninum,yes,Protozoa,Apicomplexa,Coccidia,Lindsay et al 2002,South Carolina,-80.9,33.92,WN,NA,blood,0.56,27,NA,NA,NA,NA,Yes,27,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Neospora caninum,Neospora caninum,yes,Protozoa,Apicomplexa,Coccidia,Lindsay et al 2002,"North Carolina, USA",-79.39,35.54,WN,NA,blood,0.33,15,NA,NA,NA,NA,Yes,15,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Neospora caninum,Neospora caninum,yes,Protozoa,Apicomplexa,Coccidia,Lindsay et al 2002,"Mississippi, USA",-89.4,32.35,WN,NA,blood,0.4,15,NA,NA,NA,NA,Yes,15,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Neospora caninum,Neospora caninum,yes,Protozoa,Apicomplexa,Coccidia,Lindsay et al 2002,"Kentucky, USA",-85.29,37.53,WN,NA,blood,0.25,24,NA,NA,NA,NA,Yes,24,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Neospora caninum,Neospora caninum,yes,Protozoa,Apicomplexa,Coccidia,Lindsay et al 2002,West Virginia,-80.61,38.64,WN,NA,blood,0.84,31,NA,NA,NA,NA,Yes,31,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Neospora caninum,Neospora caninum,yes,Protozoa,Apicomplexa,Coccidia,Lindsay et al 2002,Tennessee,-86.34,35.84,WN,NA,blood,0.55,20,NA,NA,NA,NA,Yes,20,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Neospora caninum,Neospora caninum,yes,Protozoa,Apicomplexa,Coccidia,Lindsay et al 2002,"Maryland, USA",-76.8,39.05,WN,NA,blood,1,10,NA,NA,NA,NA,Yes,10,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Neospora caninum,Neospora caninum,yes,Protozoa,Apicomplexa,Coccidia,Lindsay et al 2002,"Virginia, USA",-78.66,37.43,WN,NA,blood,0.47,15,NA,NA,NA,NA,Yes,15,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Neospora caninum,Neospora caninum,yes,Protozoa,Apicomplexa,Coccidia,Lindsay et al 2002,"Alabama, USA",-86.9,32.32,WN,NA,blood,0.5,10,NA,NA,NA,NA,Yes,10,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Neospora caninum,Neospora caninum,yes,Protozoa,Apicomplexa,Coccidia,Lindsay et al 2002,"Louisiana, USA",-91.96,30.98,WN,NA,blood,0.3,20,NA,NA,NA,NA,Yes,20,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Oesophagostomum venulosum,Oesophagostomum venulosum,yes,Helminth,Nematoda,Secernentea,Davidson et al 1985,"Lakes, Lyon and Trigg Counties, Kentucky",-87.97,36.88,WN,NA,necropsy,0.8,5,NA,Adult,NA,NA,Yes,5,NA
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Oesophagostomum venulosum,Oesophagostomum venulosum,yes,Helminth,Nematoda,Secernentea,Davidson et al 1985,"Lakes, Lyon and Trigg Counties, Kentucky",-87.97,36.88,WN,NA,necropsy,0.8,5,NA,NA,NA,NA,Yes,5,NA
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Oesophagostomum venulosum,Oesophagostomum venulosum,yes,Helminth,Nematoda,Secernentea,Richardson and Demarais 1992,"Yo Ranch, Kerr County, Texas",-99.4,30.18,WN,NA,feces and viscera,0.18,28,NA,NA,NA,NA,Yes,28,NA
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Oesophagostomum venulosum,Oesophagostomum venulosum,yes,Helminth,Nematoda,Secernentea,Richardson and Demarais 1992,"Yo Ranch, Kerr County, Texas",-99.4,30.18,WN,NA,feces and viscera,0.18,28,NA,Adult,NA,NA,Yes,28,NA
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Oesophagostomum venulosum,Oesophagostomum venulosum,yes,Helminth,Nematoda,Secernentea,Waid et al 1985,"Yo Ranch, Kerr County, Texas Edwards Plateau, Texas",-99.4,30.18,WN,NA,organs-entire viscera,0.28,86,Female,NA,NA,NA,Yes,86,NA
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Oesophagostomum venulosum,Oesophagostomum venulosum,yes,Helminth,Nematoda,Secernentea,Waid et al 1985,"Yo Ranch, Kerr County, Texas Edwards Plateau, Texas",-99.4,30.18,WN,NA,organs-entire viscera,0.28,86,NA,Adult,NA,NA,Yes,86,NA
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Oesophagostomum venulosum,Oesophagostomum venulosum,yes,Helminth,Nematoda,Secernentea,Waid et al 1985,"Yo Ranch, Kerr County, Texas Edwards Plateau, Texas",-99.4,30.18,WN,NA,organs-entire viscera,0.28,86,NA,NA,NA,NA,Yes,86,NA
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Onchocerca cervipedis,Onchocerca cervipedis,yes,Helminth,Nematoda,Secernentea,Carreno et al 2001,"Area de Conservacion Guanacaste, Costa Rica",-85.62,10.85,WN,NA,organs,0.5,2,NA,NA,NA,NA,Yes,2,NA
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Onchocerca cervipedis,Onchocerca cervipedis,yes,Helminth,Nematoda,Secernentea,Carreno et al 2001,"Area de Conservacion Guanacaste, Costa Rica",-85.62,10.85,WN,NA,organs,0.5,2,Female,NA,NA,NA,Yes,2,NA
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Bluetongue virus serotype 17,Orbivirus Bluetongue virus,yes,Virus,RNA virus,ds,Aguirre et al 1992,"Mexico- states of Coahuila, Nuevo Leon, and Tamaulipas",-100,25.59,WN,NA,blood,NA,5,NA,NA,NA,NA,Yes,5,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Bluetongue virus serotype 13,Orbivirus Bluetongue virus,yes,Virus,RNA virus,ds,Aguirre et al 1992,"Mexico- states of Coahuila, Nuevo Leon, and Tamaulipas",-100,25.59,WN,NA,blood,NA,5,NA,NA,NA,NA,Yes,5,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Bluetongue virus,Orbivirus Bluetongue virus,yes,Virus,RNA virus,ds,Davidson et al 1987,"St. Vincent lsand, Franklin County, Florida",-85.13,29.66,WN,NA,blood,0.1,6,NA,NA,NA,NA,Yes,6,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Bluetongue virus,Orbivirus Bluetongue virus,yes,Virus,RNA virus,ds,Johnson et al 1986a,Nebrask: west central and the panhandle (8 different check stations),-99.81,41.53,WN,NA,blood,0.21,238,NA,Juvenile,NA,NA,Yes,147,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Bluetongue virus,Orbivirus Bluetongue virus,yes,Virus,RNA virus,ds,Johnson et al 1986a,Nebrask: west central and the panhandle (8 different check stations),-99.81,41.53,WN,NA,blood,0.3,238,NA,Adult,NA,NA,Yes,86,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Bluetongue virus,Orbivirus Bluetongue virus,yes,Virus,RNA virus,ds,Johnson et al 1986a,Nebrask: west central and the panhandle (8 different check stations),-99.81,41.53,WN,NA,blood,0.24,238,NA,NA,NA,NA,Yes,238,Serology
ungulates,Odocoileus virginianus texanus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Bluetongue virus,Orbivirus Bluetongue virus,yes,Virus,RNA virus,ds,Martinez et al 1999,"northeastern Mexican states of Nuevo Leon, Coahuila, and Tamaulipas- six ranches: Las Margaritas, La",-99.76,27.69,WN,NA,blood,0.81,350,NA,NA,NA,NA,Yes,350,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Bluetongue virus serotype 13,Orbivirus Bluetongue virus,yes,Virus,RNA virus,ds,Stallknecht and Davidson 1992,"Georgia, USA",-82.9,32.17,WN,NA,blood,0.12,108,NA,NA,NA,NA,Yes,108,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Bluetongue virus serotype 13,Orbivirus Bluetongue virus,yes,Virus,RNA virus,ds,Stallknecht et al 1995,"Georgia, USA",-82.9,32.17,WN,NA,blood,NA,134,NA,NA,NA,NA,Yes,134,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Bluetongue virus serotype 11,Orbivirus Bluetongue virus,yes,Virus,RNA virus,ds,Stallknecht et al 1995,"Georgia, USA",-82.9,32.17,WN,NA,blood,NA,134,NA,NA,NA,NA,Yes,134,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Bluetongue virus serotype 2,Orbivirus Bluetongue virus,yes,Virus,RNA virus,ds,Stallknecht et al 1995,"Georgia, USA",-82.9,32.17,WN,NA,blood,0.01,1396,NA,NA,NA,NA,Yes,1396,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Bluetongue virus serotype 10,Orbivirus Bluetongue virus,yes,Virus,RNA virus,ds,Stallknecht et al 1995,"Georgia, USA",-82.9,32.17,WN,NA,blood,0.01,1396,NA,NA,NA,NA,Yes,1396,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Bluetongue virus serotype 17,Orbivirus Bluetongue virus,yes,Virus,RNA virus,ds,Stallknecht et al 1995,"Georgia, USA",-82.9,32.17,WN,NA,blood,0.01,1396,NA,NA,NA,NA,Yes,1396,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Bluetongue virus serotype 11,Orbivirus Bluetongue virus,yes,Virus,RNA virus,ds,Stallknecht et al 1995,"Georgia, USA",-82.9,32.17,WN,NA,blood,0.01,1396,NA,NA,NA,NA,Yes,1396,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Bluetongue virus serotype 13,Orbivirus Bluetongue virus,yes,Virus,RNA virus,ds,Stallknecht et al 1995,"Georgia, USA",-82.9,32.17,WN,NA,blood,0.09,1396,NA,NA,NA,NA,Yes,1396,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Bluetongue virus serotype 17,Orbivirus Bluetongue virus,yes,Virus,RNA virus,ds,Stallknecht et al 1995,"Georgia, USA",-82.9,32.17,WN,NA,blood,NA,134,NA,NA,NA,NA,Yes,134,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,"Orbivirus Bluetongue virus serotype 10,11,13,17",Orbivirus Bluetongue virus,yes,Virus,RNA virus,ds,Waldrup et al 1989b,"Texas, USA",-99.9,31.97,WN,NA,blood,NA,160,NA,NA,NA,NA,Yes,160,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Epizootic hemorrhagic disease virus,Orbivirus Epizootic hemorrhagic disease virus,yes,Virus,RNA virus,ds,Aguirre et al 1992,"Mexico- states of Coahuila, Nuevo Leon, and Tamaulipas",-100,25.59,WN,NA,blood,NA,5,NA,NA,NA,NA,Yes,5,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Epizootic hemorrhagic disease virus serotype 2,Orbivirus Epizootic hemorrhagic disease virus,yes,Virus,RNA virus,ds,Beringer et al 2000,Crawford and Phelps counties in south central Missoouri USA,-118.29,33.99,WN,NA,"blood, necropsy",0.24,97,NA,NA,NA,NA,Yes,97,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Epizootic hemorrhagic disease virus serotype 2,Orbivirus Epizootic hemorrhagic disease virus,yes,Virus,RNA virus,ds,Beringer et al 2000,Crawford and Phelps counties in south central Missoouri USA,-118.29,33.99,WN,NA,"blood, necropsy",0.02,97,NA,Adult,NA,NA,Yes,72,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Epizootic hemorrhagic disease virus serotype 2,Orbivirus Epizootic hemorrhagic disease virus,yes,Virus,RNA virus,ds,Beringer et al 2000,Crawford and Phelps counties in south central Missoouri USA,-118.29,33.99,WN,NA,"blood, necropsy",0.12,97,NA,Juvenile,NA,NA,Yes,25,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Epizootic hemorrhagic disease virus serotype 2,Orbivirus Epizootic hemorrhagic disease virus,yes,Virus,RNA virus,ds,Beringer et al 2000,Crawford and Phelps counties in south central Missoouri USA,-118.29,33.99,WN,NA,"blood, necropsy",0.08,97,Female,NA,NA,NA,Yes,84,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Epizootic hemorrhagic disease virus serotype 2,Orbivirus Epizootic hemorrhagic disease virus,yes,Virus,RNA virus,ds,Beringer et al 2000,Crawford and Phelps counties in south central Missoouri USA,-118.29,33.99,WN,NA,blood,0.15,96,NA,NA,NA,NA,Yes,96,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Epizootic hemorrhagic disease virus,Orbivirus Epizootic hemorrhagic disease virus,yes,Virus,RNA virus,ds,Davidson et al 1985,"Lakes, Lyon and Trigg Counties, Kentucky",-87.97,36.88,WN,NA,blood,0.2,5,NA,Adult,NA,NA,Yes,5,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Epizootic hemorrhagic disease virus,Orbivirus Epizootic hemorrhagic disease virus,yes,Virus,RNA virus,ds,Davidson et al 1985,"Lakes, Lyon and Trigg Counties, Kentucky",-87.97,36.88,WN,NA,blood,0.2,5,NA,NA,NA,NA,Yes,5,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Epizootic hemorrhagic disease virus,Orbivirus Epizootic hemorrhagic disease virus,yes,Virus,RNA virus,ds,Davidson et al 1987,"St. Vincent lsand, Franklin County, Florida",-85.13,29.66,WN,NA,blood,0.2,6,NA,NA,NA,NA,Yes,6,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Epizootic hemorrhagic disease virus,Orbivirus Epizootic hemorrhagic disease virus,yes,Virus,RNA virus,ds,Fischer et al 1995,"Audrain, Laclede, Macon, Moniteau, Randolph counties, Missouri",-91.83,37.96,O,NA,"organs: spleen, small intestine, lungs; blood",0.18,11,NA,NA,NA,NA,Yes,11,NA
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Epizootic hemorrhagic disease virus,Orbivirus Epizootic hemorrhagic disease virus,yes,Virus,RNA virus,ds,Johnson et al 1986a,Nebrask: west central and the panhandle (8 different check stations),-99.81,41.53,WN,NA,blood,0.27,237,NA,NA,NA,NA,Yes,237,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Epizootic hemorrhagic disease virus,Orbivirus Epizootic hemorrhagic disease virus,yes,Virus,RNA virus,ds,Johnson et al 1986a,Nebrask: west central and the panhandle (8 different check stations),-99.81,41.53,WN,NA,blood,0.22,237,NA,Juvenile,NA,NA,Yes,147,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Epizootic hemorrhagic disease virus,Orbivirus Epizootic hemorrhagic disease virus,yes,Virus,RNA virus,ds,Johnson et al 1986a,Nebrask: west central and the panhandle (8 different check stations),-99.81,41.53,WN,NA,blood,0.32,237,NA,Adult,NA,NA,Yes,85,Serology
ungulates,Odocoileus virginianus texanus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Epizootic hemorrhagic disease virus,Orbivirus Epizootic hemorrhagic disease virus,yes,Virus,RNA virus,ds,Martinez et al 1999,"northeastern Mexican states of Nuevo Leon, Coahuila, and Tamaulipas- six ranches: Las Margaritas, La",-99.76,27.69,WN,NA,blood,0.72,350,NA,NA,NA,NA,Yes,350,Serology
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Epizootic hemorrhagic disease virus serotype 2,Orbivirus Epizootic hemorrhagic disease virus,yes,Virus,RNA virus,ds,Noon et al 2002,"behind the Santa Margarita Ranch corrals, Arizona",-111.66,34.29,WN,NA,organs-spleen,1,1,NA,Adult,NA,NA,Yes,1,NA
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Epizootic hemorrhagic disease virus serotype 2,Orbivirus Epizootic hemorrhagic disease virus,yes,Virus,RNA virus,ds,Noon et al 2002,"behind the Santa Margarita Ranch corrals, Arizona",-111.66,34.29,WN,NA,organs-spleen,1,1,NA,NA,NA,NA,Yes,1,NA
ungulates,Odocoileus virginianus,Odocoileus virginianus,Artiodactyla,Odobenidae,terrestrial,Orbivirus Epizootic hemorrhagic disease virus serotype 2,Orbivirus Epizootic hemorrhagic disease virus,yes,Virus,RNA virus,ds,Noon et al 2002,"behind the Santa Margarita Ranch corrals, Arizona",-111.66,34.29,WN,NA,organs-spleen,1,1,Female,NA,NA,NA,Yes,1,NA
