"","ename","bcomp","genus","family","common","inames","log_base_cort","log_fledging_age_d","log_longevity","mig_disp","breed_lat","log_elevation_upper","swos","log_area","log_birth_or_hatching_weight_g","log_fmass","log_emass","incubation_d","winter_lat","log_ed_fair","s_mdist","pop_decreasing","litter_or_clutch_size_n","log_femalemat","ptaxa1","log_mass","litters_or_clutches_per_y","Diet.Seed","ForStrat.ground","passerine","ForStrat.midhigh","family_Turdidae","Diet.Inv","ForStrat.understory","Diet.Nect","diet_diversity","family_Fringillidae","family_Parulidae","ForStrat.canopy","Diet.PlantO","log_stress_cort","Diet.Fruit","pop_increasing","log_malemat","marine_system","pop_stable","freshwater_system","family_Emberizidae","foraging_diversity","mig_fullmigrant","mig_partialmigrant","Diet.Vect","family_Sylviidae","Diet.Vend","family_Paridae","mig_resident","family_Muscicapidae","IUCN_LC","Diet.Scav","unique_name"
"2624","Mycerobas affinis",NA,"Mycerobas","Fringillidae","Collared Grosbeak","Mycerobas affinis",NA,NA,NA,0.0181149516294401,29.67557114,3.60205999132796,1,6.19559601761097,NA,NA,NA,NA,26.29155895,-2.2265744293139,27.5245535276981,"0",NA,NA,"0",1.85733249643127,NA,50,33,"1",33,"0",10,33,0,4,"1","0",0,20,NA,20,"0",NA,"0","1","0","0",3,"0","1",0,"0",0,"0","0","0","1",0,"Mycerobas affinis"
"2625","Mycerobas carnipes",NA,"Mycerobas","Fringillidae","White-winged Grosbeak","Mycerobas carnipes",NA,1.30102999566398,NA,0,46.39095752,3.66275783168157,0,6.81852882416294,NA,NA,0.741151598851785,15.5,46.39095752,-2.2265744293139,0,"0",3,2.56046618126061,"0",1.77506405101849,NA,30,0,"1",33,"0",10,33,0,3,"1","0",33,0,NA,60,"0",NA,"0","1","0","0",3,"0","0",0,"0",0,"0","1","0","1",0,"Mycerobas carnipes"
"2626","Mycerobas icterioides",NA,"Mycerobas","Fringillidae","Black-and-yellow Grosbeak","Mycerobas icterioides",NA,NA,NA,0,32.86106407,3.54406804435028,0,5.60873733710121,NA,NA,0.763427993562937,NA,32.86106407,-2.2265744293139,0,"0",NA,NA,"0",1.78746047451842,NA,30,50,"1",0,"0",20,50,0,4,"1","0",0,30,NA,20,"0",NA,"0","1","0","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Mycerobas icterioides"
"2627","Mycerobas melanozanthos",NA,"Mycerobas","Fringillidae","Spot-winged Grosbeak","Mycerobas melanozanthos",NA,NA,NA,0.0146473397015345,27.47018621,3.55630250076729,0,6.24586956401229,NA,NA,0.792391689498254,NA,25.034647795,-2.2265744293139,23.2961159485115,"0",2.5,NA,"0",1.86923171973098,NA,40,20,"1",40,"0",0,20,0,3,"1","0",20,20,NA,40,"0",NA,"0","1","0","0",4,"0","1",0,"0",0,"0","0","0","1",0,"Mycerobas melanozanthos"
"2628","Myiarchus antillarum",NA,"Myiarchus","Tyrannidae","Puerto Rican Flycatcher","Myiarchus antillarum",NA,NA,1.13300635824976,0,18.23016474,2.90308998699194,0,3.96270130995539,NA,NA,NA,NA,18.23016474,-2.51916772546402,0,"1",3.9,NA,"0",1.37318794991272,NA,10,0,"1",0,"0",80,100,0,3,"0","0",0,0,NA,10,"0",NA,"0","0","0","0",1,"0","0",0,"0",0,"0","1","0","1",0,"Myiarchus antillarum"
"2629","Myiarchus apicalis",NA,"Myiarchus","Tyrannidae","Apical Flycatcher","Myiarchus apicalis",NA,NA,NA,0,4.0982316,3.39794000867204,1,4.61865364162699,NA,NA,NA,NA,4.0982316,-2.16110848623678,0,"0",NA,NA,"0",1.46945381376713,NA,0,0,"1",70,"0",50,30,0,2,"0","0",0,0,NA,50,"1",NA,"0","0","0","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Myiarchus apicalis"
"2630","Myiarchus barbirostris",NA,"Myiarchus","Tyrannidae","Sad Flycatcher","Myiarchus barbirostris",NA,NA,NA,0,18.15621132,3.30102999566398,0,4.04225217268154,NA,NA,NA,NA,18.15621132,-2.50758119760343,0,"1",3.5,NA,"0",1.13433651094868,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Myiarchus barbirostris"
"2631","Myiarchus cephalotes",NA,"Myiarchus","Tyrannidae","Pale-edged Flycatcher","Myiarchus cephalotes",NA,NA,NA,0,-3.67132115,3.47712125471966,0,5.46633582351728,NA,NA,NA,NA,-3.67132115,-2.46349514816613,0,"0",NA,NA,"0",1.42508567444638,NA,30,0,"1",50,"0",70,50,0,2,"0","0",0,0,NA,0,"0",NA,"0","1","0","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Myiarchus cephalotes"
"2632","Myiarchus cinerascens",0,"Myiarchus","Tyrannidae","Ash-throated Flycatcher","Myiarchus cinerascens",NA,1.21748394421391,1.07615479153892,-0.0882747289630641,32.090514485,3.34242268082221,4.24264068711928,6.63121731966451,0.568201724066995,NA,0.534026106056135,15,24.499169995,-2.42578841220738,45.0033900029616,"0",4.4,2.56046618126061,"0",1.45024910831936,1.5,0,0,"1",30,"0",70,70,0,3,"0","0",0,0,NA,20,"1",NA,"0","0","1","0",2,"0","1",10,"0",0,"0","0","0","1",0,"Myiarchus cinerascens"
"2633","Myiarchus crinitus",NA,"Myiarchus","Tyrannidae","Great Crested Flycatcher","Myiarchus crinitus",NA,1.17609125905568,1.17367178502932,-0.0903143977293338,33.168162935,3.14612803567824,5.74456264653803,6.82927066479985,0.477121254719662,NA,0.562292864456475,14,19.27056319,-2.44873033937596,56.078032586883,"0",5,2.56229286445647,"0",1.52211806414671,1,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",2.56229286445647,"0","1","1","0",NA,"0","1",NA,"0",NA,"0","0","0","1",NA,"Myiarchus crinitus"
"2634","Myiarchus ferox",NA,"Myiarchus","Tyrannidae","Short-crested Flycatcher","Myiarchus ferox",NA,NA,NA,0,-8.37969185,3,1.73205080756888,7.07386936164623,NA,NA,0.528916700277655,NA,-8.37969185,-2.52351699286697,0,"0",2.2,NA,"0",1.44715803134222,NA,0,0,"1",20,"0",50,80,0,2,"0","0",0,0,NA,50,"0",NA,"0","1","1","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Myiarchus ferox"
"2635","Myiarchus magnirostris",NA,"Myiarchus","Tyrannidae","Galapagos Flycatcher","Myiarchus magnirostris",NA,NA,NA,0,-0.55751598,3.17609125905568,2.23606797749979,3.89077394156141,NA,NA,NA,NA,-0.55751598,-2.34877433554778,0,"1",3.9,NA,"0",1.17536683106135,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"1","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Myiarchus magnirostris"
"2636","Myiarchus nugator",NA,"Myiarchus","Tyrannidae","Grenada Flycatcher","Myiarchus nugator",NA,NA,NA,0,12.70113715,2.95424250943932,0,2.88926435083558,NA,NA,NA,NA,12.70113715,-2.47652533981859,0,"1",NA,NA,"0",1.60363146225154,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Myiarchus nugator"
"2637","Myiarchus nuttingi",NA,"Myiarchus","Tyrannidae","Nutting's Flycatcher","Myiarchus nuttingi",NA,1.21748394421391,1.07615479153892,0,19.83706715,3.25527250510331,1,5.8024233545012,0.568201724066995,NA,0.534026106056135,15,19.83706715,-2.20473461380553,0,"0",4.15,2.56046618126061,"0",1.4483197649335,1.5,20,0,"1",0,"0",60,100,0,3,"0","0",0,0,NA,20,"0",NA,"0","1","0","0",1,"0","0",0,"0",0,"0","1","0","1",0,"Myiarchus nuttingi"
"2638","Myiarchus oberi",NA,"Myiarchus","Tyrannidae","Lesser Antillean Flycatcher","Myiarchus oberi",NA,NA,NA,0,15.47635487,2.95424250943932,0,3.64558844790368,NA,NA,NA,NA,15.47635487,-2.51916772546402,0,"1",NA,NA,"0",1.54235852727411,NA,0,0,"1",50,"0",50,50,0,2,"0","0",0,0,NA,50,"0",NA,"0","0","0","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Myiarchus oberi"
"2639","Myiarchus panamensis",NA,"Myiarchus","Tyrannidae","Panamanian Flycatcher","Myiarchus panamensis",NA,NA,NA,0,8.01261256,3.14612803567824,0,5.56921345149533,NA,NA,NA,NA,8.01261256,-2.50704198184718,0,"0",2.45,NA,"0",1.50987428500472,NA,0,100,"1",0,"0",50,0,0,2,"0","0",0,0,NA,50,"0",NA,"0","1","0","0",1,"0","0",0,"0",0,"0","1","0","1",0,"Myiarchus panamensis"
"2640","Myiarchus phaeocephalus",NA,"Myiarchus","Tyrannidae","Sooty-crowned Flycatcher","Myiarchus phaeocephalus",NA,NA,NA,0,-3.33434223,3.17609125905568,0,4.99853077186856,NA,NA,NA,NA,-3.33434223,-2.48600459315654,0,"1",NA,NA,"0",1.42119246830575,NA,0,0,"1",50,"0",100,50,0,1,"0","0",0,0,NA,0,"0",NA,"0","0","0","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Myiarchus phaeocephalus"
"2641","Myiarchus sagrae",NA,"Myiarchus","Tyrannidae","La Sagra's Flycatcher","Myiarchus sagrae",NA,NA,NA,0,21.90061242,3.17609125905568,0,5.08784114097757,NA,NA,NA,NA,21.90061242,-2.53039436977873,0,"1",4,NA,"0",1.26951294421792,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Myiarchus sagrae"
"2642","Myiarchus semirufus",NA,"Myiarchus","Tyrannidae","Rufous Flycatcher","Myiarchus semirufus",NA,NA,NA,0,-6.34982553,2.69897000433602,0,4.67577665253651,NA,NA,NA,NA,-6.34982553,-2.34877433554778,0,"1",NA,NA,"0",1.35554729573213,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","0",NA,"Myiarchus semirufus"
"2643","Myiarchus stolidus",NA,"Myiarchus","Tyrannidae","Stolid Flycatcher","Myiarchus stolidus",NA,NA,NA,0,18.8143149,3.25527250510331,1,4.93565080578143,NA,NA,0.494154594018443,NA,18.8143149,-2.53039436977873,0,"1",3.5,NA,"0",1.32837960343874,NA,0,0,"1",50,"0",80,50,0,2,"0","0",0,0,NA,20,"0",NA,"0","0","0","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Myiarchus stolidus"
"2644","Myiarchus swainsoni",NA,"Myiarchus","Tyrannidae","Swainson's Flycatcher","Myiarchus swainsoni",NA,NA,NA,-0.0217909287778388,-13.117433345,3.41497334797082,2.64575131106459,7.13559938568883,NA,NA,0.502427119984433,NA,-3.065348595,-2.49168902951553,52.8094209247847,"0",3.5,NA,"0",1.37930551775058,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","1","0",NA,"0","1",NA,"0",NA,"0","0","0","1",NA,"Myiarchus swainsoni"
"2645","Myiarchus tuberculifer",NA,"Myiarchus","Tyrannidae","Dusky-capped Flycatcher","Myiarchus tuberculifer",NA,1.13033376849501,NA,-0.00171604181093968,13.753289035,3.53147891704225,1.73205080756888,7.02483039249463,NA,NA,0.392696953259666,14,-1.51833426,-2.50758119760343,74.2768013284522,"1",3.52,NA,"0",1.25887662937213,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","1","0",NA,"0","1",NA,"0",NA,"0","0","0","1",NA,"Myiarchus tuberculifer"
"2646","Myiarchus tyrannulus",NA,"Myiarchus","Tyrannidae","Brown-crested Flycatcher","Myiarchus tyrannulus",NA,NA,1.04139268515823,-0.00376269755245846,9.664072825,3.23044892137827,2,7.02495436096709,NA,NA,0.586024382386976,NA,-8.97678945,-2.47652533981859,80.8469070646321,"0",3.95,2.56046618126061,"0",1.56303588342626,1,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"1",NA,"0","0","1","0",NA,"0","1",NA,"0",NA,"0","0","0","1",NA,"Myiarchus tyrannulus"
"2647","Myiarchus validus",NA,"Myiarchus","Tyrannidae","Rufous-tailed Flycatcher","Myiarchus validus",NA,NA,NA,0,18.15621132,3.30102999566398,0,4.04225217268154,NA,NA,NA,NA,18.15621132,-2.51366139006826,0,"1",3.9,NA,"0",1.610127613076,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Myiarchus validus"
"2648","Myiarchus venezuelensis",NA,"Myiarchus","Tyrannidae","Venezuelan Flycatcher","Myiarchus venezuelensis",NA,NA,NA,0,9.7553441,2.77815125038364,0,5.37052492752937,NA,NA,NA,NA,9.7553441,-2.52351699286697,0,"0",NA,NA,"0",1.47567118832443,NA,0,0,"1",100,"0",50,0,0,2,"0","0",0,0,NA,50,"0",NA,"0","1","0","0",1,"0","0",0,"0",0,"0","1","0","1",0,"Myiarchus venezuelensis"
"2649","Myiarchus yucatanensis",NA,"Myiarchus","Tyrannidae","Yucatan Flycatcher","Myiarchus yucatanensis",NA,NA,NA,0,19.28727301,2.39794000867204,1,5.21851114602566,NA,NA,NA,NA,19.28727301,-2.36105544188472,0,"1",NA,NA,"0",1.29666519026153,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Myiarchus yucatanensis"
"2650","Myioborus brunniceps",NA,"Myioborus","Parulidae","Brown-capped Whitestart","Myioborus brunniceps",NA,NA,NA,0,-23.69408162,3.47712125471966,0,5.05052168249925,NA,NA,NA,NA,-23.69408162,-2.53299363416248,0,"1",NA,NA,"0",0.967313918287083,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","1",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Myioborus brunniceps"
"2651","Myioborus castaneocapilla",NA,"Myioborus","Parulidae","Tepui Whitestart","Myioborus castaneocapilla",NA,NA,NA,0,4.27433332,3.34242268082221,0,4.9804692720203,NA,NA,NA,NA,4.27433332,-2.4802657808568,0,"1",NA,NA,"0",1.02530586526477,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","1",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Myioborus castaneocapillus"
"2652","Myioborus flavivertex",NA,"Myioborus","Parulidae","Yellow-crowned Whitestart","Myioborus flavivertex",NA,NA,NA,0,10.75505807,3.47712125471966,1,3.72246938082229,NA,NA,NA,NA,10.75505807,-2.58456317003957,0,"1",2,NA,"0",NA,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","1",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Myioborus flavivertex"
"2653","Myioborus melanocephalus",NA,"Myioborus","Parulidae","Spectacled Whitestart","Myioborus melanocephalus",NA,NA,NA,0,-8.67144957,3.51851393987789,1,5.26902480062588,NA,NA,NA,NA,-8.67144957,-2.60433206484435,0,"1",2,NA,"0",1.05307844348342,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","1",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Myioborus melanocephalus"
"2654","Myioborus miniatus",NA,"Myioborus","Parulidae","Slate-throated Whitestart","Myioborus miniatus",NA,1.11394335230684,NA,0,9.46092961,3.39794000867204,3.60555127546399,6.09255388760302,NA,NA,0.184691430817599,14,9.46092961,-2.50636769711176,0,"0",2.5,NA,"0",1,1,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","1",NA,NA,NA,NA,"0",NA,"0","1","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Myioborus miniatus"
"2655","Myioborus ornatus",NA,"Myioborus","Parulidae","Golden-fronted Whitestart","Myioborus ornatus",NA,NA,NA,0,5.73324606,NA,0,4.59801458373069,NA,NA,NA,NA,5.73324606,-2.60433206484435,0,"1",NA,NA,"0",1.07280114940985,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","1",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Myioborus ornatus"
"2656","Myioborus pictus",NA,"Myioborus","Parulidae","Painted Whitestart","Myioborus pictus",NA,NA,0.819543935541869,-0.0472621517091789,25.46464504,3.49136169383427,4,6.05101024149538,0.133538908370218,0.944482672150169,0.152288344383056,13.25,20.41009047,-2.45496072545569,36.4944487711071,"0",4,2.48287358360875,"0",0.990116766067904,2,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","1",NA,NA,NA,NA,"1",2.48287358360875,"0","0","0","0",NA,"0","1",NA,"0",NA,"0","0","0","1",NA,"Myioborus pictus"
"2657","Myioborus torquatus",NA,"Myioborus","Parulidae","Collared Whitestart","Myioborus torquatus",NA,1.11394335230684,NA,0,9.4115353,3.54406804435028,1,3.7211273936016,NA,NA,0.193124598354462,15,9.4115353,-2.55953102954719,0,"1",2.5,NA,"0",1.02118929906994,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","1",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Myioborus torquatus"
"2658","Myiodynastes bairdii",NA,"Myiodynastes","Tyrannidae","Baird's Flycatcher","Myiodynastes bairdii",NA,NA,NA,0,-4.6526148,3.07918124604762,0,4.98386087367192,NA,NA,NA,NA,-4.6526148,-2.51016713039992,0,"0",3.9,NA,"0",1.65321251377534,NA,0,0,"1",40,"0",20,60,0,2,"0","0",0,0,NA,80,"0",NA,"0","1","0","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Myiodynastes bairdii"
"2659","Myiodynastes chrysocephalus",NA,"Myiodynastes","Tyrannidae","Golden-crowned Flycatcher","Myiodynastes chrysocephalus",NA,NA,NA,0,-12.49590378,3.44715803134222,1,5.24606957607127,NA,NA,NA,NA,-12.49590378,-2.51016713039992,0,"0",2,NA,"0",1.58006922272504,NA,0,0,"1",33,"0",50,33,0,2,"0","0",33,0,NA,50,"1",NA,"0","0","0","0",3,"0","0",0,"0",0,"0","1","0","1",0,"Myiodynastes chrysocephalus"
"2660","Myiodynastes hemichrysus",NA,"Myiodynastes","Tyrannidae","Golden-bellied Flycatcher","Myiodynastes hemichrysus",NA,NA,NA,0,4.32044763,3.36172783601759,0,5.50415367967173,NA,NA,NA,NA,4.32044763,-2.51016713039992,0,"1",3,NA,"0",1.63748972951251,NA,0,0,"1",80,"0",50,0,0,2,"0","0",20,0,NA,50,"0",NA,"0","0","1","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Myiodynastes hemichrysus"
"2661","Myiodynastes luteiventris",NA,"Myiodynastes","Tyrannidae","Sulphur-bellied Flycatcher","Myiodynastes luteiventris",NA,1.23044892137827,NA,0.0077043022408059,20.19766769,3.30102999566398,1.4142135623731,6.44642387724116,0.653212513775344,1.5910646070265,0.704150516839799,15.75,-4.32539972,-2.51016713039992,61.1732514861416,"0",3.42,2.56259022460633,"0",1.67117284271508,1,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","1","0",NA,"1","0",NA,"0",NA,"0","0","0","1",NA,"Myiodynastes luteiventris"
"2662","Myiodynastes maculatus",NA,"Myiodynastes","Tyrannidae","Streaked Flycatcher","Myiodynastes maculatus",NA,1.29003461136252,NA,-0.00512623377876335,10.12204039,3.47712125471966,1.73205080756888,6.68002863182673,NA,NA,0.672097857935718,16.5,2.44824284,-2.45661737625616,57.6824176277911,"0",2.5,NA,"0",1.63698910181223,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","0",NA,"0","1",NA,"0",NA,"0","0","0","1",NA,"Myiodynastes maculatus"
"2663","Myiomela albiventris",NA,"Myiomela","Muscicapidae","White-bellied Blue Robin","Myiomela albiventris",NA,NA,NA,0,9.85725623,NA,0,3.13132960276841,NA,NA,NA,NA,9.85725623,-2.41905090516748,0,NA,2,NA,"0",NA,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"0","1","1",NA,NA,"Brachypteryx albiventris"
"2664","Myiomela leucura",NA,"Myiomela","Muscicapidae","White-tailed Robin","Myiomela leucura",NA,NA,NA,0,24.36598874,3.43136376415899,0,6.43352004730482,NA,NA,NA,NA,24.36598874,-2.52254345297943,0,"1",3.2,NA,"0",1.43136376415899,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","1","0",NA,"0","0",NA,"0",NA,"0","1","1","1",NA,"Myiomela leucura"
"2665","Myiomela major",NA,"Myiomela","Muscicapidae","Nilgiri Blue Robin","Myiomela major",NA,NA,NA,0,11.8739625,NA,0,3.06477574575285,NA,NA,NA,NA,11.8739625,-2.41905090516748,0,NA,2,NA,"0",NA,NA,0,80,"1",0,"0",100,20,0,1,"0","0",0,0,NA,0,NA,NA,NA,NA,NA,"0",2,"0","0",0,"0",0,"0","1","1",NA,0,"Sholicola major"
"2666","Myiopagis caniceps",NA,"Myiopagis","Tyrannidae","Grey Elaenia","Myiopagis caniceps",NA,NA,NA,0,-17.60744426,3.07918124604762,0,6.42385506873229,NA,NA,NA,NA,-17.60744426,-2.46577335437251,0,"1",NA,NA,"0",1.02938377768521,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Myiopagis caniceps"
"2667","Myiopagis cotta",NA,"Myiopagis","Tyrannidae","Jamaican Elaenia","Myiopagis cotta",NA,NA,NA,0,18.15621132,3.30102999566398,0,4.04225217268154,NA,NA,NA,NA,18.15621132,-2.38956347553959,0,"1",3,NA,"0",1.06352099968999,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Myiopagis cotta"
"2668","Myiopagis flavivertex",NA,"Myiopagis","Tyrannidae","Yellow-crowned Elaenia","Myiopagis flavivertex",NA,NA,NA,0,0.76196516,2.47712125471966,0,6.11501899587323,NA,NA,NA,NA,0.76196516,-2.48072888855215,0,"1",NA,NA,"0",1.0746336182969,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Myiopagis flavivertex"
"2669","Myiopagis gaimardii",NA,"Myiopagis","Tyrannidae","Forest Elaenia","Myiopagis gaimardii",NA,NA,NA,0,-4.63136862,3.17609125905568,1,6.93817777695511,NA,NA,0.260071387985075,NA,-4.63136862,-2.48072888855215,0,"0",2,NA,"0",1.08278537031645,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","1","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Myiopagis gaimardii"
"2670","Myiopagis olallai",NA,"Myiopagis","Tyrannidae","Foothill Elaenia","Myiopagis olallai",NA,NA,NA,0,-3.02198136,3.17609125905568,1,4.24688483677929,NA,NA,NA,NA,-3.02198136,-2.46577335437251,0,"1",NA,NA,"0",1.09078692794927,NA,0,0,"1",50,"0",80,0,0,2,"0","0",50,0,NA,20,"0",NA,"0","0","0","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Myiopagis olallai"
"2671","Myiopagis subplacens",NA,"Myiopagis","Tyrannidae","Pacific Elaenia","Myiopagis subplacens",NA,NA,NA,0,-3.38613146,3.24303804868629,1,5.03920699885723,NA,NA,NA,NA,-3.38613146,-2.48072888855215,0,"1",NA,NA,"0",1.20139712432045,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Myiopagis subplacens"
"2672","Myiopagis viridicata",NA,"Myiopagis","Tyrannidae","Greenish Elaenia","Myiopagis viridicata",NA,NA,NA,0,-7.59262973,3.39794000867204,2,6.86863534549699,NA,NA,0.309630167425899,NA,-7.59262973,-2.48072888855215,0,"0",2,NA,"0",1.11087017193588,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,"0","1","0","0",NA,"0","0",NA,"0",NA,"0","1","0","1",NA,"Myiopagis viridicata"
"2673","Myioparus griseigularis",NA,"Myioparus","Muscicapidae","Grey-throated Tit-Flycatcher","Myioparus griseigularis",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.315970345456918,NA,NA,-2.51787875143487,NA,NA,2,NA,"0",1.09864372581706,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,"1",NA,NA,"Myioparus griseigularis"
"2674","Myioparus plumbeus",NA,"Myioparus","Muscicapidae","Grey Tit-Flycatcher","Myioparus plumbeus",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.181843587944773,NA,NA,-2.51787875143487,NA,NA,2,NA,"0",1.10890312766731,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,"1",NA,NA,"Myioparus plumbeus"
"2675","Myiophobus cryptoxanthus",NA,"Myiophobus","Tyrannidae","Olive-chested Flycatcher","Myiophobus cryptoxanthus",NA,NA,NA,0,-3.98774463,3.04139268515822,0,4.84792367885325,NA,NA,NA,NA,-3.98774463,-2.50554821961863,0,"0",NA,NA,"0",0.990116766067904,NA,0,0,"1",0,"0",90,100,0,2,"0","0",0,0,NA,10,"1",NA,"0","0","0","0",1,"0","0",0,"0",0,"0","1","0","1",0,"Myiophobus cryptoxanthus"
"2676","Myiophobus fasciatus",NA,"Myiophobus","Tyrannidae","Bran-colored Flycatcher","Myiophobus fasciatus",NA,1.20411998265592,NA,0,-14.72174212,NA,1.73205080756888,7.00076179126381,NA,NA,0.214843848047698,17,-14.72174212,-2.50554821961863,0,"0",2,NA,"0",0.99563519459755,NA,0,0,"1",0,"0",80,100,0,2,"0","0",0,0,NA,20,"1",NA,"0","0","0","0",1,"0","0",0,"0",0,"0","1","0","1",0,"Myiophobus fasciatus"
"2677","Myiophobus flavicans",NA,"Myiophobus","Tyrannidae","Flavescent Flycatcher","Myiophobus flavicans",NA,NA,NA,0,0.42295167,3.43136376415899,0,5.43504770305835,NA,NA,NA,NA,0.42295167,-2.42802246434882,0,"0",NA,NA,"0",1.10380372095596,NA,0,50,"1",0,"0",100,50,0,1,"0","0",0,0,NA,0,"0",NA,"0","1","0","0",2,"0","0",0,"0",0,"0","1","0","1",0,"Myiophobus flavicans"
