,Host.Species,Host.Order,Parasite.Species,Parasite.Taxa,Location.Name,Country,Zoogeogr.Region
310,Sorex minutus,Eulipotyphla,0,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
311,Erinaceus europaeus,Eulipotyphla,0,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
312,Meles meles,Carnivora,Mesocestoides lineatus,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
313,Felis silvestris,Carnivora,0,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
314,Homo sapiens,Primates,0,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
315,Dama dama,Artiodactyla,Taenia hydatigena,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
316,Homo sapiens,Primates,Echinococcus granulosus,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
317,Vulpes vulpes,Carnivora,Echinococcus granulosus,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
318,Homo sapiens,Primates,Echinococcus granulosus,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
319,Homo sapiens,Primates,Echinococcus multilocularis,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
320,Apodemus flavicollis,Rodentia,Hydatigera taeniaeformis,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
321,Apodemus sylvaticus,Rodentia,Hydatigera taeniaeformis,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
322,Myodes glareolus,Rodentia,Hydatigera taeniaeformis,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
323,Microtus agrestis,Rodentia,Hydatigera taeniaeformis,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
324,Mus domesticus,Rodentia,Hydatigera taeniaeformis,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
325,Myocastor coypus,Rodentia,Hydatigera taeniaeformis,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
326,Ondatra zibethicus,Rodentia,Hydatigera taeniaeformis,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
327,Myocastor coypus,Rodentia,0,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
328,Oryctolagus cuniculus,Lagomorpha,0,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
329,Equus caballus,Perissodactyla,0,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
330,Cervus elaphus,Artiodactyla,Taenia hydatigena,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
331,Vulpes vulpes,Carnivora,Taenia hydatigena,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
332,Mustela putorius,Carnivora,0,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
333,Vulpes vulpes,Carnivora,0,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
334,Vulpes vulpes,Carnivora,0,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
335,Felis silvestris,Carnivora,0,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
336,Oryctolagus cuniculus,Lagomorpha,0,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
337,Vulpes vulpes,Carnivora,0,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
338,Apodemus sylvaticus,Rodentia,0,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
339,Vulpes vulpes,Carnivora,0,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
340,Vulpes vulpes,Carnivora,0,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
341,Apodemus sylvaticus,Rodentia,Hydatigera taeniaeformis,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
342,Felis silvestris,Carnivora,Hydatigera taeniaeformis,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
343,Mus musculus,Rodentia,Hydatigera taeniaeformis,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
344,Rattus norvegicus,Rodentia,Hydatigera taeniaeformis,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
345,Vulpes vulpes,Carnivora,Hydatigera taeniaeformis,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
346,Mustela putorius,Carnivora,Versteria mustelae,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
347,Capra aegagrus,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
348,Ovis aries,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
349,Meles meles,Carnivora,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
350,Vulpes vulpes,Carnivora,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
351,Halichoerus grypus,Carnivora,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
352,Equus caballus,Perissodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
353,Halichoerus grypus,Carnivora,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
354,Phoca vitulina,Carnivora,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
355,Sorex araneus,Eulipotyphla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
356,Sorex minutus,Eulipotyphla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
357,Halichoerus grypus,Carnivora,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
358,Phoca vitulina,Carnivora,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
359,Vulpes vulpes,Carnivora,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
360,Homo sapiens,Primates,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
361,Vulpes vulpes,Carnivora,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
362,Felis silvestris,Carnivora,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
363,Homo sapiens,Primates,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
364,Rattus norvegicus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
365,Vulpes vulpes,Carnivora,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
366,Lutra lutra,Carnivora,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
367,Homo sapiens,Primates,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
368,Phoca vitulina,Carnivora,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
369,Meles meles,Carnivora,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
370,Vulpes vulpes,Carnivora,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
371,Erinaceus europaeus,Eulipotyphla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
372,Vulpes vulpes,Carnivora,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
373,Cervus elaphus,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
374,Mustela putorius,Carnivora,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
375,Ovis aries,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
376,Phoca vitulina,Carnivora,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
377,Phoca vitulina,Carnivora,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
378,Martes martes,Carnivora,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
379,Mustela erminea,Carnivora,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
380,Mustela nivalis,Carnivora,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
381,Mustela putorius,Carnivora,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
382,Apodemus sylvaticus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
383,Arvicola amphibius,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
384,Myodes glareolus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
385,Mus domesticus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
386,Mus musculus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
387,Homo sapiens,Primates,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
388,Homo sapiens,Primates,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
389,Equus caballus,Perissodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
390,Lepus timidus,Lagomorpha,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
391,Oryctolagus cuniculus,Lagomorpha,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
392,Capra aegagrus,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
393,Rattus norvegicus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
394,Myodes glareolus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
395,Microtus agrestis,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
396,Mus domesticus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
397,Apodemus flavicollis,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
398,Apodemus sylvaticus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
399,Apodemus sylvaticus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
400,Mus musculus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
401,Apodemus flavicollis,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
402,Apodemus sylvaticus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
403,Myodes glareolus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
404,Microtus agrestis,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
405,Apodemus sylvaticus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
406,Myodes glareolus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
407,Microtus agrestis,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
408,Microtus arvalis,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
409,Muscardinus avellanarius,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
410,Mustela putorius,Carnivora,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
411,Myocastor coypus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
412,Mustela putorius,Carnivora,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
413,Rattus norvegicus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
414,Homo sapiens,Primates,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
415,Capra aegagrus,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
416,Ovis aries,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
417,Equus caballus,Perissodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
418,Equus caballus,Perissodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
419,Capra aegagrus,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
420,Equus caballus,Perissodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
421,Equus caballus,Perissodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
422,Equus caballus,Perissodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
423,Equus caballus,Perissodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
424,Erinaceus europaeus,Eulipotyphla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
425,Vulpes vulpes,Carnivora,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
426,Capreolus capreolus,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
427,Dama dama,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
428,Erinaceus europaeus,Eulipotyphla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
429,Meles meles,Carnivora,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
430,Sorex araneus,Eulipotyphla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
431,Apodemus flavicollis,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
432,Apodemus sylvaticus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
433,Myodes glareolus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
434,Microtus agrestis,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
435,Sorex araneus,Eulipotyphla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
436,Sorex minutus,Eulipotyphla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
437,Vulpes vulpes,Carnivora,0,Cestoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
438,Ondatra zibethicus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
439,Homo sapiens,Primates,Trichinella spiralis,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
440,Vulpes vulpes,Carnivora,Trichinella spiralis,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
441,Capra aegagrus,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
442,Apodemus flavicollis,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
443,Apodemus sylvaticus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
444,Myodes glareolus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
445,Microtus agrestis,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
446,Mus domesticus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
447,Mus musculus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
448,Capra aegagrus,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
449,Ovis aries,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
450,Vulpes vulpes,Carnivora,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
451,Dama dama,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
452,Bos taurus,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
453,Dama dama,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
454,Rangifer tarandus,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
455,Capra aegagrus,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
456,Ovis aries,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
457,Lepus europaeus,Lagomorpha,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
458,Lepus timidus,Lagomorpha,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
459,Oryctolagus cuniculus,Lagomorpha,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
460,Capra aegagrus,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
461,Myodes glareolus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
462,Microtus agrestis,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
463,Apodemus flavicollis,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
464,Apodemus sylvaticus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
465,Myodes glareolus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
466,Mus domesticus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
467,Mus musculus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
468,Apodemus sylvaticus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
469,Sorex araneus,Eulipotyphla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
470,Sorex minutus,Eulipotyphla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
471,Sorex araneus,Eulipotyphla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
472,Meles meles,Carnivora,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
473,Mustela putorius,Carnivora,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
474,Capra aegagrus,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
475,Muntiacus reevesi,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
476,Capra aegagrus,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
477,Ovis aries,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
478,Rattus norvegicus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
479,Capra aegagrus,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
480,Capra aegagrus,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
481,Capra aegagrus,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
482,Bos taurus,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
483,Capra aegagrus,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
484,Bos taurus,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
485,Capra aegagrus,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
486,Dama dama,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
487,Capra aegagrus,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
488,Dama dama,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
489,Capra aegagrus,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
490,Capra aegagrus,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
491,Capra aegagrus,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
492,Capra aegagrus,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
493,Lepus timidus,Lagomorpha,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
494,Myocastor coypus,Rodentia,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
495,Oryctolagus cuniculus,Lagomorpha,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
496,Capra aegagrus,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
497,Dama dama,Artiodactyla,0,Nematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
498,Erinaceus europaeus,Eulipotyphla,0,Trematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
499,Sorex araneus,Eulipotyphla,0,Trematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
500,Sorex minutus,Eulipotyphla,0,Trematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
501,Apodemus flavicollis,Rodentia,0,Trematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
502,Apodemus sylvaticus,Rodentia,0,Trematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
503,Rattus norvegicus,Rodentia,0,Trematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
504,Vulpes vulpes,Carnivora,0,Trematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
505,Meles meles,Carnivora,0,Trematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
506,Talpa europaea,Eulipotyphla,0,Trematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
507,Talpa europaea,Eulipotyphla,0,Trematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
508,Apodemus flavicollis,Rodentia,0,Trematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
509,Apodemus sylvaticus,Rodentia,0,Trematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
510,Arvicola amphibius,Rodentia,0,Trematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
511,Myodes glareolus,Rodentia,0,Trematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
512,Microtus agrestis,Rodentia,0,Trematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
513,Myocastor coypus,Rodentia,0,Trematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
514,Sorex araneus,Eulipotyphla,0,Trematoda,"England, Wales + Isle of Man",United Kingdom,Palearctic
